name,all_names_seen,address,"sources(K=permit-name,O=OSM,V=Overture)",permit_id,is_kbbq,in_city_of_LA,lat,lon
BUNSIK 88 / BUNSIK 88,BUNSIK 88 / BUNSIK 88 | BUNSIK 88 - Korean Street,18327 COLIMA RD,KO,FA0356519,False,False,33.989334,-117.904531
Baekjeong Korean Barbecue,Baekjeong Korean Barbecue | Baekjeong Torrance,1725 West Carson Street,OV,,True,False,33.8317409,-118.3100477
"CHARCOAL KOREAN BBQ, INC / CHARCOAL KOREAN BBQ","CHARCOAL KOREAN BBQ, INC / CHARCOAL KOREAN BBQ | Charcoal Korean BBQ Restaurant",19158 SOLEDAD CANYON RD,KV,FA0166809,True,False,34.41556403,-118.4699487
CHO DANG TOFU / CHO DANG TOFU,CHO DANG TOFU / CHO DANG TOFU | Cho Dang USA | Chodang,12245 ARTESIA BLVD,OV,FA0276837,False,False,33.873345,-118.0709505
CHUNG CHUN JOKBAL / CHUNG CHUN JOKBAL,CHUNG CHUN JOKBAL / CHUNG CHUN JOKBAL | 청춘족발 Chungchun Jokbal,3074 W 8TH ST #7,KV,FA0332811,False,True,34.057435,-118.293873
CHUNGDAM 828 / CHUNGDAM 828,CHUNGDAM 828 / CHUNGDAM 828 | Plato,3474 W 8TH ST,KV,FA0320416,False,True,34.057470017,-118.306052013
CHUNGKIWA USA / CHUNGKIWA USA,CHUNGKIWA USA / CHUNGKIWA USA | Chung Ki Wa | 청기와 Chung Kiwa | Korean BBQ Restaurant,3545 W OLYMPIC BLVD,OV,FA0358294,True,True,34.05253645,-118.3160769
CM CHICKEN / CM CHICKEN,CM CHICKEN / CM CHICKEN | CM Chicken,15420 S WESTERN AVE STE C,OV,FA0301527,False,False,34.03678741,-118.4744843
COREA BBQ / COREA BBQ,COREA BBQ / COREA BBQ | Corea BBQ | Origin Korean BBQ | Quarters Korean BBQ,3500 W 6TH ST #224,OV,FA0329975,True,True,34.063154,-118.298582
Cafe Mukbang,Cafe Mukbang | Cafe Muk Bang,,OV,,False,True,34.0223582,-118.2921699
DAE BAK KOREAN RESTAURANT / DAE BAK KOREAN RESTAURANT,DAE BAK KOREAN RESTAURANT / DAE BAK KOREAN RESTAURANT | Dae Bak Korean Restaurant,11810 CENTRALIA ST,KV,FA0060582,False,False,33.83839066,-118.0811598
DONG NAE GIL KOREAN RESTAURANT / DONG NAE GIL KOREAN REST,DONG NAE GIL KOREAN RESTAURANT / DONG NAE GIL KOREAN REST | Dong Nae Gil,15116 S WESTERN AVE,KV,FA0138582,False,False,34.03405426,-118.4683644
DTLA KOREAN BBQ / DTLA KOREAN BBQ,DTLA KOREAN BBQ / DTLA KOREAN BBQ | DTLA KBBQ,686 N SPRING ST UNIT 103,KV,FA0326492,True,True,34.059543,-118.237732
FLYING CHICKEN PA-DAK / FLYING CHICKEN PA-DAK,FLYING CHICKEN PA-DAK / FLYING CHICKEN PA-DAK | Flying Chicken and Pa-Dak,12238 E ARTESIA BLVD,KV,FA0143699,False,False,33.8729502,-118.0715793
GABIN KOREAN GRILL / GABIN KOREAN GRILL,GABIN KOREAN GRILL / GABIN KOREAN GRILL | Gabin Korean Grill,400 S WESTERN AVE,KV,FA0354843,True,True,34.06697301,-118.3090806
GANGNAM KIMBOB / GANGNAM KIMBOB,GANGNAM KIMBOB / GANGNAM KIMBOB | Gangnam Kimbob,12244 SOUTH ST,KV,FA0398444,False,False,33.85849897,-118.0705216
GANGNAM KOREAN BBQ / GANGNAM KOREAN BBQ,GANGNAM KOREAN BBQ / GANGNAM KOREAN BBQ | Gangnam Korean BBQ,21004 PIONEER BLVD,KV,FA0176880,True,False,33.8383846,-118.0814909
GANGNAM POCHA / GANGNAM POCHA,GANGNAM POCHA / GANGNAM POCHA | Gangnam Pocha,528 S WESTERN AVE,KV,FA0317526,False,True,34.064514001,-118.30876599
GANGNAM STATION / GANGNAM STATION,GANGNAM STATION / GANGNAM STATION | Gangnam Station Korean BBQ,3785 WILSHIRE BLVD,KV,FA0319124,True,True,34.062029018,-118.308576978
GEN KOREAN BBQ HOUSE / GEN KOREAN BBQ HOUSE,GEN KOREAN BBQ HOUSE / GEN KOREAN BBQ HOUSE | Gen Korean BBQ House,11472 SOUTH ST,KV,FA0138778,True,False,33.85715858,-118.0889511
GEN KOREAN BBQ HOUSE / GEN KOREAN BBQ HOUSE,GEN KOREAN BBQ HOUSE / GEN KOREAN BBQ HOUSE | Shabu City,19100 GRIDLEY RD,KV,FA0319325,True,False,33.857325005,-118.090471978
GEN KOREAN BBQ HOUSE WEST COVINA / GEN KOREAN BBQ HOUSE WEST COVINA,GEN KOREAN BBQ HOUSE WEST COVINA / GEN KOREAN BBQ HOUSE WEST COVINA | Gen Korean BBQ House,300 S CALIFORNIA AVE,KV,FA0176670,True,False,34.01509736,-117.8858512
GENWA KOREAN BBQ / GENWA KOREAN BBQ,GENWA KOREAN BBQ / GENWA KOREAN BBQ | Genwa Korean BBQ,450 W OLYMPIC BLVD # B&C,KV,FA0279069,True,True,34.04279266,-118.2602933
HANSHIN POCHA / HANSHIN POCHA,HANSHIN POCHA / HANSHIN POCHA | Hanshin Pocha,3500 W 6TH ST UNIT 311,KV,FA0279832,False,True,34.063173,-118.2985695
HODORI KOREAN CUISINE / HODORI KOREAN CUISINE,HODORI KOREAN CUISINE / HODORI KOREAN CUISINE | Hodori Korean Cuisine,7315 N FIGUEROA ST # 102,KV,FA0302119,False,True,34.136882,-118.189654
HODORI LA / HODORI LA,HODORI LA / HODORI LA | Hodori Restaurant | Nak Won Restaurant,1001 S VERMONT AVE STE 101,KV,FA0325854,False,True,34.05212098,-118.292066976
HONG KONG BANJUM / HONG KONG BANJUM,HONG KONG BANJUM / HONG KONG BANJUM | Paik's Noodle - Hong Kong Banjum | Hongkong Banjum0410_6th | Paik's Noodle | Mountain Noodles,3470 6TH ST UNIT 11,OV,FA0324891,False,True,34.063058986,-118.29747498
HOUSE OF GALBI / HOUSE OF GALBI,HOUSE OF GALBI / HOUSE OF GALBI | House of Galbi,15927 VENTURA BLVD,KV,FA0242422,True,True,34.15591738,-118.4802955
HWAYEON BBQ / HWAYEON BBQ,HWAYEON BBQ / HWAYEON BBQ | Eight Korean Bbq | Eight Korean BBQ,863 S WESTERN AVE,OV,FA0398492,True,True,34.05677777,-118.3091042
Ham Ji Park,Ham Ji Park,3407 West 6th Street,OV,,True,True,34.0637147,-118.295936
Hangari Kalguksu,Hangari Kalguksu,3470 West 6th Street,OV,,False,True,34.0628745,-118.2976027
IL Poom,IL Poom | IL POOM,21050 Golden Springs Drive,OV,,False,False,33.9984203,-117.8452674
J BBQ / JBBQ,J BBQ / JBBQ | J BBQ,901 S VERMONT AVE,OV,FA0362559,True,True,34.05576224,-118.2916966
JANG AN RESTAURANT / JANG AN RESTAURANT,JANG AN RESTAURANT / JANG AN RESTAURANT | Jang An Restaurant,2773 W OLYMPIC BLVD,KO,FA0245226,False,True,34.05269771,-118.2940397
JANGCHUNG PYUNGANDO JOKBAL / JANGCHUNG PYUNGANDO JOKBAL,JANGCHUNG PYUNGANDO JOKBAL / JANGCHUNG PYUNGANDO JOKBAL | LA 장충 평안도 족발집 (올림픽점) LA Jangchung Jokbal,2716 W OLYMPIC BLVD # 104,KV,FA0177839,False,True,34.05262312,-118.2921317
JEJU ISLAND / JEJU ISLAND,JEJU ISLAND / JEJU ISLAND | Jeju,4100 W PICO BLVD STE #10B,KO,FA0018742,False,True,34.04763347,-118.3248319
JEO JAC KEO RI KOREAN BBQ / JEO JAC KEO RI KOREAN BBQ,JEO JAC KEO RI KOREAN BBQ / JEO JAC KEO RI KOREAN BBQ | Jeo jac Keo Ri Korean BBQ,12201 CARSON ST,KV,FA0329226,True,False,33.832227,-118.071666
JEONJU HYUNDAIOK / JEONJU HYUNDAIOK,JEONJU HYUNDAIOK / JEONJU HYUNDAIOK | Jeonju Hyundaiok,201 N WESTERN AVE,KO,FA0307928,False,True,34.07486699,-118.309626
JEUN TONG TOFU HOUSE / JEUN TONG TOFU HOUSE,JEUN TONG TOFU HOUSE / JEUN TONG TOFU HOUSE | Jeun Tong Tofu House,2560 E AMAR RD #B1,KV,FA0311325,False,False,34.027242,-117.89593
JIN COOK / JIN COOK,JIN COOK / JIN COOK | Jincook,310 N BRAND BLVD,OV,FA0225972,False,False,34.15036661,-118.2549313
JIN COOK / JIN COOK,JIN COOK / JIN COOK | Jincook,19346 RINALDI ST,OV,FA0324898,False,True,34.273487001,-118.555576996
JINJU GALBI / JINJU GALBI,JINJU GALBI / JINJU GALBI | TanoBar | Jin Ju KBBQ,203 N WESTERN AVE,KV,FA0305771,True,True,34.07486699,-118.309626
JINSOL GUKBAP / JINSOL GUKBAP,JINSOL GUKBAP / JINSOL GUKBAP | Jinsol Gukbap 3rd,4031 W 3RD ST,KV,FA0316583,False,True,34.069191019,-118.301354041
JINSOL GUKBAP / JINSOL GUKBAP,JINSOL GUKBAP / JINSOL GUKBAP | Jinsol Gukbap Rowland Heights 진솔국밥,1015 NOGALES ST 131,KV,FA0353514,False,False,33.996757,-117.890606
JONGRO SANGHOE RESTAURANT / JONGRO SANGHOE RESTAURANT,JONGRO SANGHOE RESTAURANT / JONGRO SANGHOE RESTAURANT | Woo Hyang Woo,3429 W 6TH ST,OV,FA0287790,True,True,34.06372799,-118.296288
JUG JUG / JUG JUG,JUG JUG / JUG JUG | Jug Jug Sports Bar & Grill,11908 BALBOA BLVD,KO,FA0032261,False,True,34.28649022,-118.5015097
K FOOD EXPRESS / K FOOD EXPRESS,K FOOD EXPRESS / K FOOD EXPRESS | K Food Express,13349 ARTESIA BLVD,KO,FA0308427,False,False,33.8744,-118.047287
KANG HO DONG BAEKJEONG / KANG HO DONG BAEKJEONG,KANG HO DONG BAEKJEONG / KANG HO DONG BAEKJEONG | Kang Ho Dong Baekjeong,5700 ROSEMEAD BLVD # 100,KO,FA0240573,True,False,34.10381179,-118.0734459
KBOP KOREAN KITCHEN / KBOP KOREAN KITCHEN,KBOP KOREAN KITCHEN / KBOP KOREAN KITCHEN | KBOP Korean Kitchen - Monrovia,446 W HUNTINGTON DR,KV,FA0308775,False,False,34.1402083,-118.0091739
KD K-BBQ / KD K-BBQ,KD K-BBQ / KD K-BBQ | Yangmani | Kkondae K-Bbq 꼰대돼지,2561 W OLYMPIC BLVD,KV,FA0353992,True,True,34.052598,-118.286741
KIMCHI PLUS / KIMCHI PLUS,KIMCHI PLUS / KIMCHI PLUS | 옛골,1144 S WESTERN AVE #102,KV,FA0174240,False,True,34.04938993,-118.3090261
KOBAWOO HOUSE / KOBAWOO HOUSE,KOBAWOO HOUSE / KOBAWOO HOUSE | Kobawoo House,698 S VERMONT AVE STE 109,KV,FA0032544,False,True,34.06011417,-118.2914354
KOBUNGA KOREAN GRILL / KOBUNGA KOREAN GRILL,KOBUNGA KOREAN GRILL / KOBUNGA KOREAN GRILL | Kobunga,929 W JEFFERSON BLVD,KV,FA0258130,True,True,34.15401802,-118.438742
KODO / KODO,KODO / KODO | Yangban Society | Yangban,710 S SANTA FE AVE,OV,FA0355090,False,True,34.03411788,-118.2300104
KOPO KRUNCH- KIOSK / KOPO KRUNCH- KIOSK,KOPO KRUNCH- KIOSK / KOPO KRUNCH- KIOSK | Kopo Krunch,9301 TAMPA AVE 6511,KO,FA0332749,False,True,34.23878,-118.555937
KOREAN BBQ RESTAURANT AND MARKET / KOREAN BBQ RESTAURANT AND MARKET,KOREAN BBQ RESTAURANT AND MARKET / KOREAN BBQ RESTAURANT AND MARKET | Korean Restaurant and Market,44525 10TH ST W,KV,FA0033601,True,False,34.6922144,-118.1481991
KOREAN GARDENS RESTAURANT / KOREAN GARDENS RESTAURANT,KOREAN GARDENS RESTAURANT / KOREAN GARDENS RESTAURANT | Yongsusan Restaurant,950 S VERMONT AVE,KV,FA0002200,False,True,34.05403471,-118.2914512
KOREAN KITCHEN HIBACHI BBQ / KOREAN KITCHEN HIBACHI BBQ,KOREAN KITCHEN HIBACHI BBQ / KOREAN KITCHEN HIBACHI BBQ | Korean Kitchen Hibachi BBQ,135 JAPANESE VILLAGE PLAZA MALL,KO,FA0294862,True,True,34.04903401,-118.240365
Korean BBQ House,Korean BBQ House | Korea BBQ House,123 Astronaut Ellison S Onizuka Street,OV,,True,True,34.0498115,-118.24218
LA SOO WON GALBI / LA SOO WON GALBI,LA SOO WON GALBI / LA SOO WON GALBI | Soowon Galbi,856 S VERMONT AVE STE C,KV,FA0021158,True,True,34.05668729,-118.2914583
LA TOFU HOUSE VERMONT INC / LA TOFU HOUSE VERMONT INC,LA TOFU HOUSE VERMONT INC / LA TOFU HOUSE VERMONT INC | LA Tofu House,401 S VERMONT AVE STE 3,KV,FA0354290,False,True,34.066964,-118.292164
LET'S GOGI / LET'S GOGI,LET'S GOGI / LET'S GOGI | Chicken Pelicana,8248 FIRESTONE BLVD,KO,FA0361764,True,False,33.94032554,-118.1337282
LET'S GOGI / LET'S GOGI,LET'S GOGI / LET'S GOGI | RH BBQ Number 2 | Let's Gogi Rowland Heights,18751 COLIMA RD,KV,FA0329281,True,False,33.988099,-117.894915
Louders,Louders,3470 West 6th Street,OV,,False,True,34.0633347,-118.297503
M SPOON / M SPOON,M SPOON / M SPOON | M Spoon,2789 W OLYMPIC BLVD 104,KO,FA0356026,False,True,34.0526712,-118.2944361
MANNA KOREAN BBQ / MANNA KOREAN BBQ,MANNA KOREAN BBQ / MANNA KOREAN BBQ | Manna Korean BBQ,333 S ALAMEDA ST STE 305,KO,FA0023541,True,True,34.04448379,-118.2382394
MAPO GALBI / MAPO GALBI,MAPO GALBI / MAPO GALBI | Mapo Dak Galbi,1008 S ST ANDREWS PL,KV,FA0222748,True,True,34.05227113,-118.3111159
MDK NOODLES / MDK NOODLES,MDK NOODLES / MDK NOODLES | mdk noodles,3630 WILSHIRE BLVD,KO,FA0280165,False,True,34.061553,-118.3043835
MGD KOREAN BBQ / MGD KOREAN BBQ,MGD KOREAN BBQ / MGD KOREAN BBQ | MGD Korean BBQ,9350 CORBIN AVE,KV,FA0318157,True,True,34.240553,-118.561795
MISO TOFU BBQ / MISO TOFU BBQ,MISO TOFU BBQ / MISO TOFU BBQ | Miso,3839 FOOTHILL BLVD,KV,FA0296917,True,False,34.238763,-118.26305
MULBERRY LA LLC / MULBERRY LA,MULBERRY LA LLC / MULBERRY LA | The Mulberry | The Mulberry LA,1800 SAWTELLE BLVD,OV,FA0356927,False,True,34.043891,-118.445965
MYEONG GA TOFU HOUSE / MG TOFU HOUSE / MYEONG GA TOFU HOUSE / MG TOFU HOUSE,MYEONG GA TOFU HOUSE / MG TOFU HOUSE / MYEONG GA TOFU HOUSE / MG TOFU HOUSE | MG Tofu House (명가순두부),333 S ALAMEDA ST #308 -312,KV,FA0289111,False,True,34.0448588,-118.2392209
MYUNG DONG NOODLE HOUSE / MYUNG DONG NOODLE HOUSE,MYUNG DONG NOODLE HOUSE / MYUNG DONG NOODLE HOUSE | Myung Dong Noodle House,698 IROLO ST STE 105,KV,FA0257951,False,True,34.060032,-118.3008598
MYUNG DONG TOFU RESTAURANT / MYUNG DONG TOFU RESTAURANT,MYUNG DONG TOFU RESTAURANT / MYUNG DONG TOFU RESTAURANT | Myung Dong Tofu Restaurant,20627 GOLDEN SPRINGS DR STE 1-M,KV,FA0042066,False,False,33.99763998,-117.8551635
MYUNG GA HAEJANGGUK / MYUNG GA HAEJANGGUK,MYUNG GA HAEJANGGUK / MYUNG GA HAEJANGGUK | Myung Ga,1425 W ARTESIA BLVD 4 & 5,KO,FA0308206,False,False,33.873618,-118.300674
NAMOO K BBQ / NAMOO K BBQ,NAMOO K BBQ / NAMOO K BBQ | NAMOO Korean BBQ,13455 MAXELLA AVE 270,KV,FA0330661,True,True,33.986784,-118.442073
OLLE KOREAN CUISINE / OLLE KOREAN CUISINE,OLLE KOREAN CUISINE / OLLE KOREAN CUISINE | Olle Korean Cuisine,745 S OXFORD BCH F-1,KV,FA0356982,False,True,34.058183,-118.308217
OMMA TOFU HOUSE / OMMA TOFU HOUSE,OMMA TOFU HOUSE / OMMA TOFU HOUSE | Omma Tofu House,1220 S GOLDEN WEST AVE # F,KV,FA0305807,False,False,34.12490354,-118.0600315
ON + ON Fresh Korean Kitchen,ON + ON Fresh Korean Kitchen | On+On - Fresh Korean Kitchen,1441 West Knox Street,OV,,False,True,33.8544525,-118.2998691
ONG GA NAE KOREAN BBQ / ONG GA NAE KOREAN BBQ,ONG GA NAE KOREAN BBQ / ONG GA NAE KOREAN BBQ | Ong Ga Nae BBQ,19745 COLIMA RD 4,KV,FA0324310,True,False,33.987657,-117.870827
ORCHID KITCHEN / ORCHID KITCHEN,ORCHID KITCHEN / ORCHID KITCHEN | Goobne Chicken | Goobne,300 S MARIPOSA AVE,OV,FA0363415,False,True,34.0688224,-118.2991915
OTTO KITCHEN / OTTO KITCHEN,OTTO KITCHEN / OTTO KITCHEN | Otto Kitchen | OTTO Kitchen,13430 ARTESIA BLVD,OV,FA0249774,False,False,33.87312752,-118.0456017
On + On,On + On | On+on - Fresh Korean Kitchen,,OV,,False,False,33.8043285,-118.330218
PALSAIK KOREAN BBQ / PALSAIK KOREAN BBQ,PALSAIK KOREAN BBQ / PALSAIK KOREAN BBQ | Palsaik Korean BBQ,22757 HAWTHORNE BLVD,KV,FA0176654,True,False,33.82084932,-118.3521997
PARKS BBQ / PARKS BBQ,PARKS BBQ / PARKS BBQ | Park's BBQ,955 S VERMONT AVE G,OV,FA0043931,True,True,34.05379101,-118.2918901
PELICANA ARTESIA / PELICANA ARTESIA,PELICANA ARTESIA / PELICANA ARTESIA | Pelicana Chicken Artesia,11710 SOUTH ST # 104,KV,FA0303817,False,False,33.857977,-118.084128
PINE TREE RESTAURANT / PINE TREE,PINE TREE RESTAURANT / PINE TREE | Galbi King,11267 NATIONAL BLVD,OV,FA0333362,True,True,34.026713,-118.431017
POTATO POWDER LOVE NOODLE LA / POTATO POWDER LOVE NOODLE LA,POTATO POWDER LOVE NOODLE LA / POTATO POWDER LOVE NOODLE LA | 전주 한일관,3450 W 6TH ST 108,KV,FA0357117,False,True,34.063185,-118.297151
RED HOUSE KBBQ / RED HOUSE KBBQ,RED HOUSE KBBQ / RED HOUSE KBBQ | Red House KBBQ,15925 PIONEER BLVD,KV,FA0319507,True,False,33.887040989,-118.082969002
ROAD TO SEOUL BBQ VERMONT / ROAD TO SEOUL BBQ VERMONT,ROAD TO SEOUL BBQ VERMONT / ROAD TO SEOUL BBQ VERMONT | Stone Grill BBQ | Road to Seoul Korean BBQ,703 S VERMONT AVE #E,KV,FA0311888,True,True,34.05948,-118.292146
Red Palace,Red Palace | Red Palace Korean BBQ,"19105,19107 Bloomfield Avenue",OV,,True,False,33.8576511,-118.0648884
SEOGWAN MYEONOK BY YELLOW COW KBBQ / SEOGWAN MYEONOK BY YELLOW COW KBBQ,SEOGWAN MYEONOK BY YELLOW COW KBBQ / SEOGWAN MYEONOK BY YELLOW COW KBBQ | Magal Bbq,3460 W 8TH ST,KV,FA0364127,True,True,34.05764973,-118.3060547
SEONG BUK DONG / SEONG BUK DONG,SEONG BUK DONG / SEONG BUK DONG | Seongbukdong | Seong Buk Dong,3303 W 6TH ST,OV,FA0048113,False,True,34.0637353,-118.2945388
SEOUL ALLEY / SEOUL ALLEY,SEOUL ALLEY / SEOUL ALLEY | Seoul Alley,414 S MYRTLE AVE,KV,FA0295318,False,False,34.14752099,-118.000632
SEOUL BAP / SEOUL BAP,SEOUL BAP / SEOUL BAP | Seoul Bap,20220 AVALON BLVD B,KV,FA0327509,False,False,33.848595,-118.264148
SEOUL BBQ / SEOUL BBQ,SEOUL BBQ / SEOUL BBQ | Seoul BBQ,1119 BREA CANYON RD,KV,FA0285366,True,False,33.99831415,-117.8432315
SEOUL GAMJACHON / SEOUL GAMJACHON,SEOUL GAMJACHON / SEOUL GAMJACHON | Gam Ja Chon,18891 COLIMA RD,KV,FA0295521,False,False,33.98773923,-117.8917895
SEOUL GARDEN RESTAURANT / SEOUL GARDEN RESTAURANT,SEOUL GARDEN RESTAURANT / SEOUL GARDEN RESTAURANT | Seoul Garden Restaurant,1833 W OLYMPIC BLVD,KV,FA0242051,False,True,34.05059625,-118.2772782
SEOUL MARKET EATERY / SEOUL MARKET EATERY,SEOUL MARKET EATERY / SEOUL MARKET EATERY | Seoul Market Eatery,3110 W OLYMPIC BLVD,KV,FA0352123,False,True,34.052425,-118.30344
SEOUL SOON DAE HOUSE #2 / SEOUL SOON DAE HOUSE #2,SEOUL SOON DAE HOUSE #2 / SEOUL SOON DAE HOUSE #2 | Seoul Soondae House@KTP,928 S WESTERN AVE STE 133,KV,FA0032439,False,True,34.05484717,-118.30886
SEOUL SOONDAE / SEOUL SOONDAE,SEOUL SOONDAE / SEOUL SOONDAE | Seoul Soondae Restaurant,11750 1/2 ARTESIA BLVD,KV,FA0138835,False,False,33.87288811,-118.0829775
SEOUL SOUL / SEOUL SOUL,SEOUL SOUL / SEOUL SOUL | Seoul Soul BBQ,1040 S WESTERN AVE,KV,FA0321544,True,True,34.051401,-118.308883
SEOUL STREET FOOD / SEOUL STREET FOOD,SEOUL STREET FOOD / SEOUL STREET FOOD | 정육점,621 S WESTERN AVE 302,KV,FA0353504,False,True,34.062759,-118.30955
SEOUL TOFU HOUSE / SEOUL TOFU HOUSE,SEOUL TOFU HOUSE / SEOUL TOFU HOUSE | Seoul Chamsoot BBQ,2139 FOOTHILL BLVD,KV,FA0047416,True,False,34.21624494,-118.2243231
SEOUL TOFU HOUSE / SEOUL TOFU HOUSE,SEOUL TOFU HOUSE / SEOUL TOFU HOUSE | Seoul Tofu House,10201 RESEDA BLVD UNIT #104,KV,FA0048116,False,True,34.25613292,-118.5361214
SEOULMATES / SEOULMATES,SEOULMATES / SEOULMATES | Moon Bowls | Seoulmates,8320 W 3RD ST,KV,FA0319077,False,True,34.07256901,-118.370757037
SHIKU / SHIKU,SHIKU / SHIKU | Shiku,317 S BROADWAY #E-4,OV,FA0321064,False,False,33.837210994,-118.387174
SHIN SA YOUNG DONG RESTAURANT / SHIN SA YOUNG DONG RESTAURANT,SHIN SA YOUNG DONG RESTAURANT / SHIN SA YOUNG DONG RESTAURANT | Young Dong Restaurant | Korean | 영동설농탕,3828 W WILSHIRE BLVD,KV,FA0273707,False,True,34.06166951,-118.310148
SOO RA SANG KOREAN BBQ / SOO RA SANG KOREAN BBQ,SOO RA SANG KOREAN BBQ / SOO RA SANG KOREAN BBQ | Soo Ra Sang Korean BBQ,15819 GALE AVE,KV,FA0048218,True,False,34.01079464,-117.9623204
SOONDOL TOFU HOUSE / SOONDOL TOFU HOUSE,SOONDOL TOFU HOUSE / SOONDOL TOFU HOUSE | Soondol Tofu House,3300 W 6TH ST STE 1,KV,FA0356008,False,True,34.06356009,-118.2944984
SOOTBULLJIP / SOOTBULLJIP INC,SOOTBULLJIP / SOOTBULLJIP INC | Soot Bull Jeep | Soot Bull Jip,3136 W 8TH ST,OV,FA0357489,True,True,34.05769746,-118.2957936
SORIMMARA / SORIMMARA,SORIMMARA / SORIMMARA | Sorimmara,3470 W 6TH ST #3,KO,FA0333295,False,True,34.063022,-118.297506
STE 101,STE 101 | Ste101,3450 West 6th Street,OV,,True,True,34.0630978,-118.296834
SUN HA JANG LA / SUN HA JANG LA,SUN HA JANG LA / SUN HA JANG LA | Sun Ha Jang,4032 W OLYMPIC BLVD,KV,FA0354566,True,True,34.05411466,-118.3215401
SURAWON KOREAN BBQ VILLAGE / SURAWON KOREAN BBQ VILLAGE,SURAWON KOREAN BBQ VILLAGE / SURAWON KOREAN BBQ VILLAGE | Surawon BBQ,16448 NORWALK BLVD,KV,FA0035532,True,False,33.88106207,-118.0721029
Sun Nong Dan,Sun Nong Dan,3470 West 6th Street,OV,,False,True,34.0629804,-118.2974791
TENRAKU / TENRAKU,TENRAKU / TENRAKU | Ten-Raku | Ten-BBQ,4177 W 3RD ST,OV,FA0321541,True,True,34.069194,-118.305024
THANKS CHICKEN LOMITA / THANKS CHICKEN LOMITA,THANKS CHICKEN LOMITA / THANKS CHICKEN LOMITA | Thanks Chicken,1933 PACIFIC COAST HWY,KO,FA0329276,False,False,33.789769,-118.314335
THE DAE-MUN / THE DAE-MUN,THE DAE-MUN / THE DAE-MUN | The Dae-Mun,410 W MAIN ST 110,KO,FA0366115,False,False,34.09277929,-118.1318356
TK92 BBQ / TK92 KOREAN BBQ,TK92 BBQ / TK92 KOREAN BBQ | TK92 Korean BBQ,250 W VALLEY BLVD STE P,KV,FA0352969,True,False,34.078969,-118.103358
TOFU-YA / TOFU-YA,TOFU-YA / TOFU-YA | Tofuya,2021 SAWTELLE BLVD,KO,FA0242882,False,True,34.04031042,-118.4431418
VONS CHICKEN TORRANCE / VONS CHICKEN TORRANCE,VONS CHICKEN TORRANCE / VONS CHICKEN TORRANCE | Vons Chicken,24631 CRENSHAW BLVD #F,KO,FA0312328,False,False,33.80214,-118.32881
WI KOREAN BBQ / WI KOREAN BBQ,WI KOREAN BBQ / WI KOREAN BBQ | Wi Korean BBQ,1101 S VERMONT AVE UNIT 103,KV,FA0256903,True,True,34.050483,-118.2916357
WOW COW KOREAN BARBECUE / WOW COW KOREAN BARBECUE,WOW COW KOREAN BARBECUE / WOW COW KOREAN BARBECUE | Wow Cow Korean BBQ,10632 LOWER AZUSA RD,KV,FA0329652,True,False,34.091751,-118.037962
WOW SPAGHETTI VALENCIA / WOW SPAGHETTI VALENCIA,WOW SPAGHETTI VALENCIA / WOW SPAGHETTI VALENCIA | Paik’s Noodle | Paik's Noodle,28124 NEWHALL RANCH RD,OV,FA0238811,False,False,34.44212066,-118.5731889
YEOGIYO / YEOGIYO,YEOGIYO / YEOGIYO | Yeogiyo,3450 W 6TH ST STE 105,KO,FA0329902,False,True,34.063185,-118.297151
YOUNG DONG TOFU / YOUNG DONG TOFU,YOUNG DONG TOFU / YOUNG DONG TOFU | Young Dong Tofu,2839 S DIAMOND BAR BLVD STE A,KV,FA0310605,False,False,33.974606,-117.837803
YOUNG DONG TOFU / YOUNG DONG TOFU,YOUNG DONG TOFU / YOUNG DONG TOFU | Young Dong Tofu,1311 S BALDWIN AVE # B,KV,FA0074338,False,False,34.12459095,-118.0550604
YU CHUN / YU CHUN,YU CHUN / YU CHUN | Yu Chun,3185 W OLYMPIC BLVD,KO,FA0179020,False,True,34.05276249,-118.3059906
YUNAMAPO INC / YUNAMAPO INC,YUNAMAPO INC / YUNAMAPO INC | Mapo Kkak Door Gee | Mapo Kkak Doo Gee,3611 W 6TH ST,OV,FA0262248,False,True,34.06366066,-118.3006693
YUP DDUK LA / YUP DDUK LA,YUP DDUK LA / YUP DDUK LA | Yupdduk LA | Yup Dduk La,3603 W 6TH ST,OV,FA0178345,False,True,34.02873501,-118.1938182
YUPDDUK / YUPDDUK,YUPDDUK / YUPDDUK | Yupdduk Diamond Bar,1131 1/2 BREA CANYON RD,KV,FA0283372,False,False,33.99820573,-117.8431869
Yanusa,Yanusa,2740 West Olympic Boulevard,OV,,False,True,34.051854,-118.2930773
Yuk Dae Jang,Yuk Dae Jang,,OV,,False,True,34.0640314,-118.287979
,,,O,,False,True,34.0475535,-118.320516
,,,O,,False,True,33.9871056,-118.4411386
,,,O,,False,False,33.8583017,-118.0707573
,,,O,,False,False,33.8964978,-117.9862599
,,,O,,False,True,34.0581578,-118.2939354
#2 MOON BBQ / #2 MOON BBQ,#2 MOON BBQ / #2 MOON BBQ | Moon BBQ Number 2,478 N WESTERN AVE,V,FA0267025,True,True,34.07953931,-118.3090961
213 PUB / 213 PUB,213 PUB / 213 PUB | Bongsungga Hakdang,3224 W OLYMPIC BLVD #103,V,FA0319833,False,True,34.052346998,-118.307029008
