facility_id,name,program_name,address,city,zip,permit_type,is_kbbq,osm_match
FA0240573,KANG HO DONG BAEKJEONG,KANG HO DONG BAEKJEONG,5700 ROSEMEAD BLVD # 100,TEMPLE CITY,91780,RESTAURANT (61-150) SEATS HIGH RISK,True,Kang Ho Dong Baekjeong
FA0240790,OO KOOK BBQ,OO KOOK BBQ,5405 ROSEMEAD BLVD,SAN GABRIEL,91776,RESTAURANT (151 + ) SEATS HIGH RISK,True,Oo-Kook Korean BBQ
FA0241079,KOREAN BBQ HOUSE,KOREAN BBQ HOUSE,123 S ONIZUKA ST # 302,LOS ANGELES,90012,RESTAURANT (0-30) SEATS HIGH RISK,True,
FA0241477,GAJU GIMBAP,GAJU GIMBAP,833 S WESTERN AVE UNIT 39,LOS ANGELES,90005,RESTAURANT (31-60) SEATS HIGH RISK,False,
FA0242051,SEOUL GARDEN RESTAURANT,SEOUL GARDEN RESTAURANT,1833 W OLYMPIC BLVD,LOS ANGELES,90061,RESTAURANT (61-150) SEATS HIGH RISK,False,
FA0242422,HOUSE OF GALBI,HOUSE OF GALBI,15927 VENTURA BLVD,ENCINO,91436,RESTAURANT (151 + ) SEATS HIGH RISK,True,
FA0242882,TOFU-YA,TOFU-YA,2021 SAWTELLE BLVD,LOS ANGELES,90025,RESTAURANT (31-60) SEATS HIGH RISK,False,Seoul House of Tofu
FA0244698,BCD TOFU HOUSE,BCD TOFU HOUSE,11710 SOUTH ST # 101,ARTESIA,90701,RESTAURANT (31-60) SEATS HIGH RISK,False,BCD Tofu House
FA0245144,GEN KOREAN BBQ HOUSE,GEN KOREAN BBQ HOUSE,126 N ARTSAKH AVE,GLENDALE,91206,RESTAURANT (61-150) SEATS HIGH RISK,True,Gen Korean BBQ
FA0245226,JANG AN RESTAURANT,JANG AN RESTAURANT,2773 W OLYMPIC BLVD,LOS ANGELES,90006,RESTAURANT (0-30) SEATS HIGH RISK,False,Jang An Restaurant
FA0245377,MEAT LOVE BBQ,MEAT LOVE BBQ,1145 S WESTERN AVE,LOS ANGELES,90006,RESTAURANT (61-150) SEATS HIGH RISK,True,Meat Love Korean BBQ
FA0250660,GOGOBOP,GOGOBOP,3456 WILSHIRE BLVD,LOS ANGELES,90010,RESTAURANT (0-30) SEATS HIGH RISK,False,Gogobop Korean Rice Bar
FA0251003,SUN NONG DAN,SUN NONG DAN,18902 E GALE AVE # A,ROWLAND HEIGHTS,91748,RESTAURANT (61-150) SEATS HIGH RISK,False,Sun Nong Dan
FA0251371,BBQ + RICE,BBQ + RICE,7363 W SUNSET BLVD,LOS ANGELES,90046,RESTAURANT (0-30) SEATS HIGH RISK,False,BBQ+RICE Korean Rice Bowl WeHo
FA0256376,HAK SAN,HAK SAN,2216 SEPULVEDA BLVD,TORRANCE,90501,RESTAURANT (61-150) SEATS HIGH RISK,False,Hak San
FA0256381,BONCHON,BONCHON,710 W LAS TUNAS DR # 2,SAN GABRIEL,91776,RESTAURANT (31-60) SEATS HIGH RISK,False,Bonchon Chicken
FA0256903,WI KOREAN BBQ,WI KOREAN BBQ,1101 S VERMONT AVE UNIT 103,LOS ANGELES,90006,RESTAURANT (61-150) SEATS HIGH RISK,True,
FA0257951,MYUNG DONG NOODLE HOUSE,MYUNG DONG NOODLE HOUSE,698 IROLO ST STE 105,LOS ANGELES,90005,RESTAURANT (31-60) SEATS HIGH RISK,False,
FA0258130,KOBUNGA KOREAN GRILL,KOBUNGA KOREAN GRILL,929 W JEFFERSON BLVD,LOS ANGELES,90089,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0259746,TGI KOREAN BBQ,TGI KOREAN BBQ,2585 W OLYMPIC BLVD,LOS ANGELES,90006,RESTAURANT (151 + ) SEATS HIGH RISK,True,TGI Korean BBQ
FA0261093,YUK DAE JANG,YUK DAE JANG,15420 S WESTERN AVE STE B,GARDENA,90249,RESTAURANT (0-30) SEATS HIGH RISK,False,Yuk Dae Jang
FA0267801,SOMUNNAN KOREAN RESTAURANT,SOMUNNAN KOREAN RESTAURANT,13303 ARTESIA BLVD,CERRITOS,90703,RESTAURANT (31-60) SEATS HIGH RISK,False,
FA0270007,KYOCHON CHICKEN,KYOCHON CHICKEN,3831 W 6TH ST,LOS ANGELES,90020,RESTAURANT (31-60) SEATS HIGH RISK,False,Kyochon Chicken
FA0270345,BBQ CHICKEN DTLA,BBQ CHICKEN DTLA,442 E 2ND ST,LOS ANGELES,90012,RESTAURANT (0-30) SEATS HIGH RISK,False,bb.q Chicken
FA0272792,BARO GIMBAP,BARO GIMBAP,3250 W OLYMPIC BLVD STE 106,LOS ANGELES,90006,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0273707,SHIN SA YOUNG DONG RESTAURANT,SHIN SA YOUNG DONG RESTAURANT,3828 W WILSHIRE BLVD,LOS ANGELES,90010,RESTAURANT (31-60) SEATS HIGH RISK,False,
FA0273758,SOBAN KOREAN RESTAURANT,SOBAN KOREAN RESTAURANT,4001 W OLYMPIC BLVD,LOS ANGELES,90019,RESTAURANT (31-60) SEATS HIGH RISK,False,Soban
FA0275011,YUK DAE JANG SG,YUK DAE JANG SG,704 W LAS TUNAS DR # E1,SAN GABRIEL,91776,RESTAURANT (31-60) SEATS HIGH RISK,False,Yuk Dae Jang
FA0275133,ROAD TO SEOUL,ROAD TO SEOUL,1230 S WESTERN AVE,LOS ANGELES,90006,RESTAURANT (151 + ) SEATS HIGH RISK,True,Road to Seoul
FA0276003,POCHA INC,POCHA INC,621 S WESTERN AVE STE 100-A,LOS ANGELES,90005,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0278660,SOL HOUSE OF BEEF BONE SOUP,SOL HOUSE OF BEEF BONE SOUP,4451 BEVERLY BLVD,LOS ANGELES,90004,RESTAURANT (31-60) SEATS HIGH RISK,False,Sulga House of Beef Bone Soup
FA0279069,GENWA KOREAN BBQ,GENWA KOREAN BBQ,450 W OLYMPIC BLVD # B&C,LOS ANGELES,90015,RESTAURANT (61-150) SEATS HIGH RISK,True,
FA0279789,CHUNG DAM TOFU,CHUNG DAM TOFU,18921 NORWALK BLVD,ARTESIA,90701,RESTAURANT (61-150) SEATS HIGH RISK,False,Chung Dam
FA0279832,HANSHIN POCHA,HANSHIN POCHA,3500 W 6TH ST UNIT 311,LOS ANGELES,90020,RESTAURANT (61-150) SEATS HIGH RISK,False,
FA0279944,RED PALACE #2,RED PALACE #2,18868 NORWALK BLVD,ARTESIA,90701,RESTAURANT (61-150) SEATS HIGH RISK,True,Red Palace
FA0280057,7TH KOREAN BBQ,7TH KOREAN BBQ,698 S VERMONT AVE STE 111,LOS ANGELES,90005,RESTAURANT (31-60) SEATS HIGH RISK,True,
FA0280060,AYCE GOGI KOREAN BBQ,AYCE GOGI KOREAN BBQ,6705 FALLBROOK AVE,WEST HILLS,91307,RESTAURANT (151 + ) SEATS HIGH RISK,True,Ayce Gogi Korean BBQ & Pinball
FA0280165,MDK NOODLES,MDK NOODLES,3630 WILSHIRE BLVD,LOS ANGELES,90010,RESTAURANT (61-150) SEATS HIGH RISK,False,mdk noodles
FA0280466,MOM AND BOP,MOM AND BOP,1707 PICO BLVD,SANTA MONICA,90405,RESTAURANT (31-60) SEATS HIGH RISK,False,Mom and Bop
FA0282175,MARU BOWL-RITTO,MARU BOWL-RITTO,7574 WINNETKA AVE,WINNETKA,91306,RESTAURANT (0-30) SEATS HIGH RISK,False,Maru Bowl - Ritto
FA0283372,YUPDDUK,YUPDDUK,1131 1/2 BREA CANYON RD,DIAMOND BAR,91789,RESTAURANT (31-60) SEATS HIGH RISK,False,
FA0283898,ONDAL RESTAURANT,ONDAL RESTAURANT,3160 W 8TH ST,LOS ANGELES,90005,RESTAURANT (31-60) SEATS HIGH RISK,False,Ondal seafood
FA0284548,DAEDO KOREAN BBQ,DAEDO KOREAN BBQ,4001 W 6TH ST,LOS ANGELES,90020,RESTAURANT (61-150) SEATS HIGH RISK,True,Daedo Skidang
FA0285366,SEOUL BBQ,SEOUL BBQ,1119 BREA CANYON RD,DIAMOND BAR,91789,RESTAURANT (61-150) SEATS HIGH RISK,True,Seoul BBQ
FA0289111,MYEONG GA TOFU HOUSE / MG TOFU HOUSE,MYEONG GA TOFU HOUSE / MG TOFU HOUSE,333 S ALAMEDA ST #308 -312,LOS ANGELES,90013,RESTAURANT (31-60) SEATS HIGH RISK,False,
FA0290142,SEOUL SALON,SEOUL SALON,3600 WILSHIRE BLVD STE 100B,LOS ANGELES,90010,RESTAURANT (31-60) SEATS HIGH RISK,False,Seoul Salon
FA0292130,BEUL GOPCHANG,BEUL GOPCHANG,3819 W 6TH ST,LOS ANGELES,90020,RESTAURANT (31-60) SEATS HIGH RISK,True,
FA0292689,BBQ CHICKEN LOMITA,BBQ CHICKEN LOMITA,2383 LOMITA BLVD UNIT 101,LOMITA,90717,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0294260,GOGOBOP,GOGOBOP,1059 BROXTON AVE,LOS ANGELES,90024,RESTAURANT (0-30) SEATS HIGH RISK,False,Gogobop
FA0294712,BBQ CHICKEN ALHAMBRA,BBQ CHICKEN ALHAMBRA,560 W MAIN ST STE A,ALHAMBRA,91801,RESTAURANT (31-60) SEATS HIGH RISK,False,bb.q Chicken
FA0294835,MUN KOREAN STEAKHOUSE,MUN KOREAN STEAKHOUSE,3519 6TH ST,LOS ANGELES,90020,RESTAURANT (61-150) SEATS HIGH RISK,True,
FA0294862,KOREAN KITCHEN HIBACHI BBQ,KOREAN KITCHEN HIBACHI BBQ,135 JAPANESE VILLAGE PLAZA MALL,LOS ANGELES,90012,RESTAURANT (31-60) SEATS HIGH RISK,False,Korean Kitchen Hibachi BBQ
FA0295317,KIMBAP PARADISE,KIMBAP PARADISE,1585 SEPULVEDA BLVD STE H,TORRANCE,90501,RESTAURANT (0-30) SEATS HIGH RISK,False,Kimbap Paradise
FA0295318,SEOUL ALLEY,SEOUL ALLEY,414 S MYRTLE AVE,MONROVIA,91016,RESTAURANT (61-150) SEATS HIGH RISK,False,
FA0295521,SEOUL GAMJACHON,SEOUL GAMJACHON,18891 COLIMA RD,ROWLAND HEIGHTS,91748,RESTAURANT (61-150) SEATS HIGH RISK,False,
FA0295978,BROTHERS KOREAN BBQ TWO,BROTHERS KOREAN BBQ TWO,3601 W 6TH ST,LOS ANGELES,90020,RESTAURANT (31-60) SEATS HIGH RISK,True,
FA0296917,MISO TOFU BBQ,MISO TOFU BBQ,3839 FOOTHILL BLVD,GLENDALE,91214,RESTAURANT (31-60) SEATS HIGH RISK,True,Miso Korean BBQ
FA0297144,NAMSAN,NAMSAN,3613 W 6TH ST # B,LOS ANGELES,90020,RESTAURANT (0-30) SEATS HIGH RISK,False,Namsan
FA0297255,KING CHANG,KING CHANG,3732 W 6TH ST,LOS ANGELES,90020,RESTAURANT (61-150) SEATS HIGH RISK,False,King Chang
FA0297913,HANOO KALBI,HANOO KALBI,9711 RESEDA BLVD,NORTHRIDGE,91324,RESTAURANT (61-150) SEATS HIGH RISK,True,Hanoo Kalbi
FA0299378,"GO FOODS WESTLA, INC",W L.A. BBQ CHICKEN,2131 SAWTELLE BLVD,LOS ANGELES,90036,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0300091,TOKKI,DANBI,3465 W 6TH ST STE 90,LOS ANGELES,90020,RESTAURANT (61-150) SEATS HIGH RISK,False,Danbi
FA0300110,WOOGA SULUNGTANG,WOOGA SULUNGTANG,1630 W REDONDO BEACH BLVD STE 22,GARDENA,90247,RESTAURANT (31-60) SEATS HIGH RISK,False,Wooga Sullungtang
FA0300121,BROKEN MOUTH,BROKEN MOUTH,718 S LOS ANGELES ST STE D,LOS ANGELES,90014,RESTAURANT (0-30) SEATS HIGH RISK,False,BROKEN MOUTH
FA0300475,BBQ CHICKEN GARDENA,BBQ CHICKEN GARDENA,1743 W ARTESIA BLVD,GARDENA,90638,RESTAURANT (0-30) SEATS HIGH RISK,False,bb.q Chicken
FA0300788,KIMBAP PARADISE,KIMBAP PARADISE,401 S VERMONT AVE UNIT 1-2,LOS ANGELES,90020,RESTAURANT (31-60) SEATS HIGH RISK,False,Kimbap Paradise
FA0300824,BBQ CHICKEN TEMPLE CITY,BBQ CHICKEN TEMPLE CITY,5709 ROSEMEAD BLVD,TEMPLE CITY,91780,RESTAURANT (31-60) SEATS HIGH RISK,False,bb.q Chicken
FA0301945,THIRSTY COW KOREAN BBQ,THIRSTY COW KOREAN BBQ,17500 CASTLETON RD,INDUSTRY,91748,RESTAURANT (151 + ) SEATS HIGH RISK,True,
FA0302119,HODORI KOREAN CUISINE,HODORI KOREAN CUISINE,7315 N FIGUEROA ST # 102,LOS ANGELES,90041,RESTAURANT (31-60) SEATS HIGH RISK,False,
FA0302853,HAN KOREAN BBQ,HAN KOREAN BBQ,201 E MAGNOLIA BLVD STE 281,BURBANK,91502,RESTAURANT (151 + ) SEATS HIGH RISK,True,Han Korean BBQ House
FA0303817,PELICANA ARTESIA,PELICANA ARTESIA,11710 SOUTH ST # 104,ARTESIA,90701,RESTAURANT (31-60) SEATS HIGH RISK,False,
FA0303886,BBQ CHICKEN WALNUT,BBQ CHICKEN WALNUT,505 N GRAND AVE # C,WALNUT,91789,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0303894,TENRAKU ALL YOU CAN EAT,TENRAKU ALL YOU CAN EAT,3102 E IMPERIAL HWY,LYNWOOD,90262,RESTAURANT (151 + ) SEATS HIGH RISK,True,Ten-Raku All You Can Eat
FA0305499,BBQ CHICKEN ROWLAND HEIGHTS,BBQ CHICKEN ROWLAND HEIGHTS,19735 COLIMA RD # 1,ROWLAND HEIGHTS,91748,RESTAURANT (31-60) SEATS HIGH RISK,False,
FA0305769,LEE'S TOFU HOUSE,LEE'S TOFU HOUSE,2119 S ATLANTIC BLVD,MONTEREY PARK,91754,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0305771,JINJU GALBI,JINJU GALBI,203 N WESTERN AVE,LOS ANGELES,90004,RESTAURANT (31-60) SEATS HIGH RISK,True,
FA0305807,OMMA TOFU HOUSE,OMMA TOFU HOUSE,1220 S GOLDEN WEST AVE # F,ARCADIA,91007,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0307247,BONCHON,BONCHON,17901 PIONEER BLVD UNIT F,ARTESIA,90701,RESTAURANT (31-60) SEATS HIGH RISK,False,
FA0307928,JEONJU HYUNDAIOK,JEONJU HYUNDAIOK,201 N WESTERN AVE,LOS ANGELES,90004,RESTAURANT (31-60) SEATS HIGH RISK,False,Jeonju Hyundaiok
FA0308017,BBQ CHICKEN HACIENDA HEIGHTS,BBQ CHICKEN HACIENDA HEIGHTS,17110 COLIMA RD STE C,HACIENDA HEIGHTS,91745,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0308047,CORNER GRILLE KOREAN FUSION,CORNER GRILLE KOREAN FUSION,21853 VENTURA BLVD,WOODLAND HILLS,91364,RESTAURANT (31-60) SEATS HIGH RISK,False,Corner Grille Korean Fusion
FA0308206,MYUNG GA HAEJANGGUK,MYUNG GA HAEJANGGUK,1425 W ARTESIA BLVD 4 & 5,GARDENA,90248,RESTAURANT (61-150) SEATS HIGH RISK,False,Myung Ga
FA0308323,SHILLA RESTAURANT,SHILLA RESTAURANT,16944 S WESTERN AVE,GARDENA,90247,RESTAURANT (61-150) SEATS HIGH RISK,False,Shilla
FA0308427,K FOOD EXPRESS,K FOOD EXPRESS,13349 ARTESIA BLVD,CERRITOS,90703,RESTAURANT (31-60) SEATS HIGH RISK,False,K Food Express
FA0308758,BBQ CHICKEN ARCADIA,BBQ CHICKEN ARCADIA,1101 W HUNTINGTON DR # K-107,ARCADIA,91007,RESTAURANT (0-30) SEATS HIGH RISK,False,bb.q Chicken
FA0308775,KBOP KOREAN KITCHEN,KBOP KOREAN KITCHEN,446 W HUNTINGTON DR,MONROVIA,91016,RESTAURANT (31-60) SEATS HIGH RISK,False,
FA0310605,YOUNG DONG TOFU,YOUNG DONG TOFU,2839 S DIAMOND BAR BLVD STE A,DIAMOND BAR,91765,RESTAURANT (61-150) SEATS HIGH RISK,False,
FA0311256,3355,3355,1955 TORRANCE BLVD,TORRANCE,90501,RESTAURANT (31-60) SEATS HIGH RISK,False,3355 Asian Grill
FA0311325,JEUN TONG TOFU HOUSE,JEUN TONG TOFU HOUSE,2560 E AMAR RD #B1,WEST COVINA,91792,RESTAURANT (31-60) SEATS HIGH RISK,False,
FA0311887,BAEKJEONG,BAEKJEONG,3465 W 6TH ST STE 20,LOS ANGELES,90020,RESTAURANT (61-150) SEATS HIGH RISK,True,
FA0311888,ROAD TO SEOUL BBQ VERMONT,ROAD TO SEOUL BBQ VERMONT,703 S VERMONT AVE #E,LOS ANGELES,90005,RESTAURANT (61-150) SEATS HIGH RISK,True,
FA0312251,BBQ CHICKEN,BBQ CHICKEN,23121 LYONS AVE,SANTA CLARITA,91321,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0312273,JAWS TOPOKKI,JAWS TOPOKKI,3807 W 6TH ST,LOS ANGELES,90020,RESTAURANT (31-60) SEATS HIGH RISK,False,Jaws Topokki
FA0312288,BBQ CHICKEN TORRANCE,BBQ CHICKEN TORRANCE (H-MART FOOD COURT),4340 PACIFIC COAST HWY,TORRANCE,90505,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0312315,BBQ CHICKEN,BBQ CHICKEN,3205 E CARSON ST,LAKEWOOD,90712,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0312328,VONS CHICKEN TORRANCE,VONS CHICKEN TORRANCE,24631 CRENSHAW BLVD #F,TORRANCE,90505,RESTAURANT (0-30) SEATS HIGH RISK,False,Vons Chicken
FA0312528,JUN WON DAK,JUN WON DAK,4254 1/2 W 3RD ST,LOS ANGELES,90020,RESTAURANT (0-30) SEATS HIGH RISK,False,Jun Won Dak
FA0312602,BBQ CHICKEN,BBQ CHICKEN,2222 FOOTHILL BLVD D,LA CANADA FLINTRIDGE,91011,RESTAURANT (0-30) SEATS MODERATE RISK,False,
FA0315169,PELICANA CHICKEN LA CORP,PELICANA CHICKEN LA CORP,621 WESTERN AVE 117,LOS ANGELES,90005,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0316583,JINSOL GUKBAP,JINSOL GUKBAP,4031 W 3RD ST,LOS ANGELES,90020,RESTAURANT (31-60) SEATS HIGH RISK,False,
FA0317526,GANGNAM POCHA,GANGNAM POCHA,528 S WESTERN AVE,LOS ANGELES,90020,RESTAURANT (61-150) SEATS HIGH RISK,False,
FA0317527,BBQ+RICE,BBQ+RICE,5706 SANTA MONICA BLVD,LOS ANGELES,90038,RESTAURANT (0-30) SEATS HIGH RISK,False,BBQ+RICE Korean Rice Bowl
FA0318157,MGD KOREAN BBQ,MGD KOREAN BBQ,9350 CORBIN AVE,NORTHRIDGE,91324,RESTAURANT (61-150) SEATS HIGH RISK,True,
FA0319077,SEOULMATES,SEOULMATES,8320 W 3RD ST,LOS ANGELES,90048,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0319124,GANGNAM STATION,GANGNAM STATION,3785 WILSHIRE BLVD,LOS ANGELES,90010,RESTAURANT (31-60) SEATS HIGH RISK,False,
FA0319225,ANJU HOUSE,ANJU HOUSE,234 S OXFORD AVE,LOS ANGELES,90004,RESTAURANT (61-150) SEATS HIGH RISK,False,Anju House
FA0319325,GEN KOREAN BBQ HOUSE,GEN KOREAN BBQ HOUSE,19100 GRIDLEY RD,CERRITOS,90703,RESTAURANT (151 + ) SEATS HIGH RISK,True,
FA0319507,RED HOUSE KBBQ,RED HOUSE KBBQ,15925 PIONEER BLVD,NORWALK,90650,RESTAURANT (61-150) SEATS HIGH RISK,True,
FA0319766,ABC TOFU HOUSE,ABC TOFU HOUSE,18044 SATICOY ST,RESEDA,91335,RESTAURANT (61-150) SEATS HIGH RISK,False,
FA0319786,BBQ CHICKEN BURBANK,BBQ CHICKEN BURBANK,124 N SAN FERNANDO BLVD,BURBANK,91502,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0320416,CHUNGDAM 828,CHUNGDAM 828,3474 W 8TH ST,LOS ANGELES,90005,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0321544,SEOUL SOUL,SEOUL SOUL,1040 S WESTERN AVE,LOS ANGELES,90006,RESTAURANT (61-150) SEATS HIGH RISK,False,
FA0322530,WUSO KOREAN BBQ,WUSO KOREAN BBQ,23410 LYONS AVE,SANTA CLARITA,91321,RESTAURANT (61-150) SEATS HIGH RISK,True,
FA0323168,ROAD TO SEOUL,ROAD TO SEOUL,1 W MAIN ST,ALHAMBRA,91801,RESTAURANT (151 + ) SEATS HIGH RISK,True,Road to Seoul BBQ
FA0324310,ONG GA NAE KOREAN BBQ,ONG GA NAE KOREAN BBQ,19745 COLIMA RD 4,ROWLAND HEIGHTS,91748,RESTAURANT (61-150) SEATS HIGH RISK,True,
FA0324389,BBQ CHICKEN TARZANA,BBQ CHICKEN TARZANA,5577 RESEDA BLVD,TARZANA,91356,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0325297,BBQ CHICKEN,BBQ CHICKEN,6118 W SUNSET BLVD,LOS ANGELES,90028,RESTAURANT (31-60) SEATS HIGH RISK,False,
FA0325569,LUV DDUK,LUV DDUK,12243 ARTESIA BLVD,CERRITOS,90703,RESTAURANT (61-150) SEATS HIGH RISK,False,Luv DDuk
FA0325573,BAK KUNG,BAK KUNG,3700 W OLYMPIC BLVD,LOS ANGELES,90019,RESTAURANT (61-150) SEATS HIGH RISK,True,Bak Kung Korean B.B.Q
FA0325854,HODORI LA,HODORI LA,1001 S VERMONT AVE STE 101,LOS ANGELES,90006,RESTAURANT (61-150) SEATS HIGH RISK,False,
FA0326297,BROTHER KOREAN BBQ,BROTHER KOREAN BBQ,12218 CENTRALIA ST,LAKEWOOD,90715,RESTAURANT (61-150) SEATS HIGH RISK,True,
FA0326424,BBQ CHICKEN,BBQ CHICKEN,107 E BROADWAY,GLENDALE,91205,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0326492,DTLA KOREAN BBQ,DTLA KOREAN BBQ,686 N SPRING ST UNIT 103,LOS ANGELES,90012,RESTAURANT (0-30) SEATS HIGH RISK,True,
FA0327022,TOWN HOF & THANKS CHICKEN LA,TOWN HOF & THANKS CHICKEN LA,1144 S WESTERN AVE,LOS ANGELES,90006,RESTAURANT (61-150) SEATS HIGH RISK,False,Town Hof and Thanks Chicken
FA0327146,SEOULTIME 2023,SEOULTIME 2023,16156 SAN FERNANDO MISSION BLVD,GRANADA HILLS,91344,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0327509,SEOUL BAP,SEOUL BAP,20220 AVALON BLVD B,CARSON,90746,RESTAURANT (0-30) SEATS HIGH RISK,False,
FA0328405,BUTNAL,BUTNAL,954 NORTON AVE,LOS ANGELES,90019,RESTAURANT (0-30) SEATS HIGH RISK,False,Butnal
FA0329037,HANMI KOREAN RESTAURANT,HANMI KOREAN RESTAURANT,18009 NORWALK BLVD #B,ARTESIA,90701,RESTAURANT (31-60) SEATS HIGH RISK,False,
