FACILITY ID,FACILITY NAME,RECORD ID, PROGRAM NAME,PROGRAM ELEMENT,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY  STATE,FACILITY ZIP,FACILITY LATITUDE,FACILITY LONGITUDE,OWNER ID,OWNER NAME,OWNER ADDRESS,OWNER CITY,OWNER STATE,OWNER ZIP
FA0293157,HARBOR LIQUOR & MARKET,PR0249262,HARBOR LIQUOR & MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1417 PACIFIC COAST HWY,HARBOR CITY,CA,90710,33.789804000,-118.301938000,OW0277803,HARBOR WINE AND SPIRITS INC,1417 W PACIFIC COAST HWY,HARBOR CITY,CA,90710
FA0293160,K1 SPEED,PR0249265,K1 SPEED,1631,RESTAURANT (0-30) SEATS MODERATE RISK,960 CHESTNUT AVE,BURBANK,CA,91506,34.181025010,-118.321747000,OW0277805,"K1 SPEED, INC","18500 VON KARMAN AVE, SUITE #1100",IRVINE,CA,92614
FA0293161,ETIQUETTE,PR0249266,ETIQUETTE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,2406 E 8TH ST UNIT 111,LOS ANGELES,CA,90021,34.029283980,-118.229607000,OW0277806,ETIQUETTE LLC,2406 E 8TH ST UNIT 111,LOS ANGELES,CA,90021
FA0293170,RESIDENCE INN VALENCIA,PR0249276,RESIDENCE INN/ SPRINGHILL SUITES - KITCHEN,1638,RESTAURANT (61-150) SEATS HIGH RISK,27505 WAYNE MILLS PL,VALENCIA,CA,91355,34.420683990,-118.580937000,OW0277815,EXCEL BUENA PARK II LP,10174 OLD GROVE RD # 200,SAN DIEGO,CA,92131
FA0293170,RESIDENCE INN VALENCIA,PR0249277,RESIDENCE INN/ SPRINGHILL SUITES - BAR,1630,RESTAURANT (0-30) SEATS LOW RISK,27505 WAYNE MILLS PL,VALENCIA,CA,91355,34.420683990,-118.580937000,OW0277815,EXCEL BUENA PARK II LP,10174 OLD GROVE RD # 200,SAN DIEGO,CA,92131
FA0293170,RESIDENCE INN VALENCIA,PR0249278,RESIDENCE INN/ SPRINGHILL SUITES - MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",27505 WAYNE MILLS PL,VALENCIA,CA,91355,34.420683990,-118.580937000,OW0277815,EXCEL BUENA PARK II LP,10174 OLD GROVE RD # 200,SAN DIEGO,CA,92131
FA0293176,SINFUL TREATS,PR0249284,SINFUL TREATS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,42458 60TH ST W # 117,LANCASTER,CA,93536,34.654599020,-118.235581000,OW0277821,ANDREW GEORGE VRAKAS,42458 60TH ST W # 117,LANCASTER,CA,93536
FA0293181,POT FOR LIFE INC,PR0249289,POP POT & TEA,1635,RESTAURANT (31-60) SEATS HIGH RISK,20657 GOLDEN SPRINGS DR # 102,DIAMOND BAR,CA,91765,33.997953000,-117.853783000,OW0277825,POT FOR LIFE INC,20657 GOLDEN SPRINGS DR # 102,DIAMOND BAR,CA,91765
FA0293182,ONO HAWAIIAN BBQ,PR0249290,ONO HAWAIIAN BBQ,1638,RESTAURANT (61-150) SEATS HIGH RISK,4700 MARKET PLACE DR,MONTEREY PARK,CA,91755,34.036297530,-118.098084200,OW0277826,"OHB 2021, LLC",1315 VALLEY VISTA DRIVE,DIAMOND BAR,CA,91765
FA0293183,BREWS BROTHERS BREWPUB,PR0249291,BREWS BROTHERS BREWPUB,1641,RESTAURANT (151 + ) SEATS HIGH RISK,3000 W OLIVE AVE,BURBANK,CA,91505,34.156599010,-118.333867000,OW0277827,BURBANK BREWPUB LLC,3000 W OLIVE AVE,BURBANK,CA,91505
FA0293201,SIMON'S DISCOUNT PHARMACY,PR0249318,SIMON'S DISCOUNT PHARMACY,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7256 W SUNSET BLVD,LOS ANGELES,CA,90046,34.097745020,-118.348547000,OW0277841,APOLLO DRUGS INC,7256 W SUNSET BLVD,LOS ANGELES,CA,90046
FA0293202,GOURMET BLENDS CORP,PR0249319,GOURMET BLENDS CORP,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2909 OREGON CT UNIT C7,TORRANCE,CA,90503,33.846951000,-118.338638000,OW0277842,GOURMET BLENDS CORP,2909 OREGON CT UNIT C7,TORRANCE,CA,90503
FA0293203,LAEMMLE NEWHALL 7 CINEMA,PR0249320,LAEMMLE NEWHALL 7 CINEMA,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",22500 LYONS AVE,SANTA CLARITA,CA,91321,34.381482000,-118.529052000,OW0020557,LAEMMLE THEATRES LLC,11523 SANTA MONICA BLVD,LOS ANGELES,CA,90025
FA0293205,CANTERS DELI,PR0249322,CANTERS DELI,1632,RESTAURANT (0-30) SEATS HIGH RISK,12109 SANTA MONICA BLVD,LOS ANGELES,CA,90025,34.040662000,-118.463945000,OW0277844,CANTERS FAIRFAX,419 N FAIRFAX AVE,LOS ANGELES,CA,90036
FA0293207,THE STAND UP COMEDY CLUB,PR0249324,THE STAND UP COMEDY CLUB,1636,RESTAURANT (61-150) SEATS LOW RISK,9831 BELMONT ST,BELLFLOWER,CA,90706,33.883747990,-118.124064000,OW0277846,THE STAND UP COMEDY CLUB,9831 BELMONT ST,BELLFLOWER,CA,90706
FA0293225,HANNAM DELI,PR0249343,HANNAM DELI,1631,RESTAURANT (0-30) SEATS MODERATE RISK,21080 GOLDEN SPGS,DIAMOND BAR,CA,91789,33.998349981,-117.844274024,OW0277858,HANNAM DELI INC,21080 GOLDEN SPRINGS DR,DIAMOND BAR,CA,91789
FA0293227,LA PASADITA LIQUOR STORE,PR0249347,LA PASADITA LIQUOR STORE,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2503 MERCED AVE,SOUTH EL MONTE,CA,91733,34.089483000,-117.946479800,OW0277860,LA PASADITA LIQUOR STORE,2503 MERCED AVE,SOUTH EL MONTE,CA,91733
FA0293228,YOGUIS RESTAURANT,PR0249348,YOGUIS RESTAURANT,1632,RESTAURANT (0-30) SEATS HIGH RISK,9208 ALONDRA BLVD,BELLFLOWER,CA,90706,33.888836020,-118.137778000,OW0277861,DULCE ABIGAIL CABRERA,129 N ALMA AVE,LOS ANGELES,CA,90063
FA0293235,B AND C LIQUOR & DELI,PR0249356,B AND C LIQUOR & DELI,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",3215 E IMPERIAL HWY,LYNWOOD,CA,90262,33.930531000,-118.212457000,OW0277867,LIQUORAMA UPLAND INC,18001 VENTURA BLVD UNIT C,ENCINO,CA,91316
FA0293236,XRO FRESH CHURRO BAR,PR0249357,XRO FRESH CHURRO BAR,1631,RESTAURANT (0-30) SEATS MODERATE RISK,24450 MAIN ST 100,SANTA CLARITA,CA,91321,34.381178990,-118.529338000,OW0277868,XRO NEWHALL LLC,24450 MAIN ST # 100,SANTA CLARITA,CA,91321
FA0293238,DANNY BOYS FAMOUS ORIGINAL PIZZA,PR0249359,DANNY BOYS FAMOUS ORIGINAL PIZZA,1632,RESTAURANT (0-30) SEATS HIGH RISK,330 S HOPE ST,LOS ANGELES,CA,90071,34.052905990,-118.252443000,OW0277870,"330 S HOPE STREET PIZZA , LLC",659 SAN JUAN AVE,VENICE,CA,90291
FA0293240,KURA REVOLVING SUSHI BAR,PR0249361,KURA REVOLVING SUSHI BAR,1638,RESTAURANT (61-150) SEATS HIGH RISK,14006 RIVERSIDE DR # 24,SHERMAN OAKS,CA,91423,34.156952000,-118.437334000,OW0020044,KURA SUSHI USA INC,317 E CARSON STREET# 333,IRVINE,CA,92614
FA0293247,VICTORIA PLAZA LIQUOR,PR0249370,VICTORIA PLAZA LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4226 W PICO BLVD,LOS ANGELES,CA,90019,34.047577990,-118.327960000,OW0277877,TRANSPOTTER INC,4226 W PICO BLVD,LOS ANGELES,CA,90019
FA0293248,BURLINGTON COAT FACTORY,PR0249371,BURLINGTON COAT FACTORY,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",12121 VICTORY BLVD,NORTH HOLLYWOOD,CA,91606,34.187598980,-118.397492000,OW0256536,"BURLINGTON COAT FACTORY OF TEXAS, INC",1830 N ROUTE 130 HWY,BURLINGTON,NJ,08016
FA0293250,194 EATERY,PR0249373,194 EATERY,1632,RESTAURANT (0-30) SEATS HIGH RISK,14228 IMPERIAL HWY,LA MIRADA,CA,90638,33.917003810,-118.028438900,OW0277879,EUN HEE KO,14228 IMPERIAL HWY,LA MIRADA,CA,90638
FA0293252,QUEEN OF THAI CUISINE,PR0249375,QUEEN OF THAI CUISINE,1632,RESTAURANT (0-30) SEATS HIGH RISK,14522 CRENSHAW BLVD,GARDENA,CA,90249,33.899447000,-118.326117000,OW0277881,THAI SKP LLC,14522 CRENSHAW BLVD,GARDENA,CA,90249
FA0293253,BOWL HOUSE,PR0249376,BOWL HOUSE,1632,RESTAURANT (0-30) SEATS HIGH RISK,2075 W 3RD ST,LA VERNE,CA,91750,34.100826000,-117.770196000,OW0277882,WILLIAM WOOKNAM KIM,2075 W 3RD ST,LA VERNE,CA,91750
FA0293255,FURNSAJ BAKERY & RESTAURANT,PR0249378,FURNSAJ BAKERY & RESTAURANT,1632,RESTAURANT (0-30) SEATS HIGH RISK,26791 AGOURA RD # D1,CALABASAS,CA,91302,34.139813000,-118.708520000,OW0277884,TURQUOISE DOME CORPORATION,26791 AGOURA RD # D1,CALABASAS,CA,91302
FA0293268,BINH'S FRUITS,PR0249393,BINH'S FRUITS,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",8930 MISSION DR # 105,ROSEMEAD,CA,91770,34.084571000,-118.074889000,OW0277896,DEE DANG,8930 MISSION DR # 105,ROSEMEAD,CA,91770
FA0293269,TUJUNGA SINCLAIR,PR0249394,TUJUNGA SINCLAIR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",6621 FOOTHILL BLVD,TUJUNGA,CA,91042,34.246957980,-118.276569000,OW0277897,"TUJUNGA PETRO, INC",6621 FOOTHILL BLVD,TUJUNGA,CA,91042
FA0293271,VENICE CLASSIC PASTRY,PR0249396,VENICE CLASSIC PASTRY,1631,RESTAURANT (0-30) SEATS MODERATE RISK,471 W BROADWAY,GLENDALE,CA,91204,34.147300010,-118.264342000,OW0277899,AGHAKIANT INC,471 W BROADWAY,GLENDALE,CA,91204
FA0293272,ASIA KITCHEN,PR0249397,ASIA KITCHEN,1632,RESTAURANT (0-30) SEATS HIGH RISK,3523 ARTESIA BLVD,TORRANCE,CA,90504,33.873471990,-118.333444000,OW0277900,KING KITCHEN EXPRESS INC,3523 ARTESIA BLVD,TORRANCE,CA,90504
FA0293274,TIGRE,PR0249399,TIGRE,1632,RESTAURANT (0-30) SEATS HIGH RISK,2012 SAWTELLE BLVD,LOS ANGELES,CA,90025,34.040867980,-118.443286000,OW0277902,"TIGRE LA, LLC",2012 SAWTELLE BLVD,LOS ANGELES,CA,90025
FA0293292,BASKIN ROBBINS,PR0249428,BASKIN ROBBINS,1630,RESTAURANT (0-30) SEATS LOW RISK,1443 N HACIENDA BLVD,LA PUENTE,CA,91744,34.046704650,-117.948270700,OW0277919,JOSEPH PHAM,1443 N HACIENDA BLVD,LA PUENTE,CA,91744
FA0293294,WORLD SEAFOOD MARKET,PR0249430,WORLD SEAFOOD MARKET,1632,RESTAURANT (0-30) SEATS HIGH RISK,1554 W FLORENCE AVE,LOS ANGELES,CA,90047,33.974359000,-118.304467000,OW0277921,WORLD SEAFOOD MARKET INC,1554 W FLORENCE AVE,LOS ANGELES,CA,90047
FA0293295,LANCER'S,PR0249431,LANCER'S,1641,RESTAURANT (151 + ) SEATS HIGH RISK,697 N VICTORY BLVD,BURBANK,CA,91502,34.179840020,-118.319966000,OW0277922,ANIUUUSHDAY RESTAURANTS LLC,697 N VICTORY BLVD,BEVERLY HILLS,CA,90212
FA0293306,ACE SUSHI @VONS2111,PR0249442,ACE SUSHI @VONS2111,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",24160 LYONS AVE,NEWHALL,CA,91321,34.377423980,-118.557115000,OW0003238,"ASIANA MANAGEMENT GROUP, INC",22771 S WESTERN AVE,TORRANCE,CA,90501
FA0293308,JERSEY MIKE'S SUBS,PR0249444,JERSEY MIKE'S,1631,RESTAURANT (0-30) SEATS MODERATE RISK,8855 APOLLO WAY # 216,DOWNEY,CA,90242,33.923706000,-118.131908000,OW0276409,"JM FOODS, INC",3738 BAYER AVE STE 201,LONG BEACH,CA,90808
FA0293309,MORE SWEETS,PR0249445,MORE SWEETS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,185 N VERMONT AVE,GLENDORA,CA,91741,34.138227860,-117.866869100,OW0277934,MORE SWEETS LLC,20502 CALPET DR,WALNUT,CA,91789
FA0293310,GOKOKU VEGETARIAN RAMEN SHOP,PR0249446,GOKOKU VEGETARIAN RAMEN SHOP,1632,RESTAURANT (0-30) SEATS HIGH RISK,4147 LANKERSHIM BLVD,STUDIO CITY,CA,91602,34.145293000,-118.363086000,OW0277935,VS MK INC,4147 LANKERSHIM BLVD,VALLEY VILLAGE,CA,91607
FA0293311,GGIATA,PR0249447,GGIATA,1632,RESTAURANT (0-30) SEATS HIGH RISK,5009 MELROSE AVE,LOS ANGELES,CA,90038,34.083716020,-118.309481000,OW0277936,4L VENTURES LLC,5009 MELROSE AVE,LOS ANGELES,CA,90066
FA0293316,EL POLLO LOCO,PR0249452,EL POLLO LOCO,1635,RESTAURANT (31-60) SEATS HIGH RISK,24040 COPPER HILL DR,SANTA CLARITA,CA,91354,34.461557570,-118.561071700,OW0277941,EL POLLO LOCO INC,24040 COPPER HILL DRIVE,COSTA MESA,CA,92626
FA0293317,WABA GRILL,PR0249453,WABA GRILL,1635,RESTAURANT (31-60) SEATS HIGH RISK,14219 WESTERN AVE # E-F,GARDENA,CA,90249,33.902364000,-118.309782000,OW0277942,GO UMBRELLA INC,411 S NORMANDIE AVE # 524,LOS ANGELES,CA,90020
FA0293318,SNAX HOME OF THE ORIGINAL SUPERBURGER,PR0249454,SNAX HOME OF THE ORIGINAL SUPERBURGER,1638,RESTAURANT (61-150) SEATS HIGH RISK,4535 SEPULVEDA BLVD,TORRANCE,CA,90505,33.826782020,-118.360874000,OW0277943,ESTABLO INC,4535 SEPULVEDA BLVD,TORRANCE,CA,90505
FA0293319,CAFE CULTURA,PR0249455,CAFE CULTURA,1638,RESTAURANT (61-150) SEATS HIGH RISK,709 N AZUSA AVE,AZUSA,CA,91702,34.133942980,-117.907931000,OW0277944,AZUSA CULTWA INC,709 N AZUSA AVE,SANTA ANA,CA,92701
FA0293336,LADINS LIQUOR,PR0249475,LADINS LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",20857 SHERMAN WAY,CANOGA PARK,CA,91306,34.201382010,-118.588187000,OW0277960,LADINS LIQUOR INC,20857 SHERMAN WAY,CANOGA PARK,CA,91306
FA0293337,ANDREAS HEALTHY KITCHEN,PR0249476,ANDREAS HEALTHY KITCHEN,1631,RESTAURANT (0-30) SEATS MODERATE RISK,3513 JOHNSON AVE,EL MONTE,CA,91731,34.071418310,-118.031008100,OW0277961,ANDREA'S HEALTHY KITCHEN,1211 S WHITE AVE,EL MONTE,CA,91731
FA0293339,AREPAS,PR0249478,AREPAS,1632,RESTAURANT (0-30) SEATS HIGH RISK,1815 HAWTHORNE BLVD UNIT 310,REDONDO BEACH,CA,90278,33.871556000,-118.355292000,OW0277963,AUGUSTO CESAR GUTIERREZ,1815 HAWTHORNE BLVD UNIT 310,REDONDO BEACH,CA,90278
FA0293340,GO TO GO WINGS,PR0249479,GO TO GO WINGS,1638,RESTAURANT (61-150) SEATS HIGH RISK,344 S INDIAN HILL BLVD,CLAREMONT,CA,91711,34.089094980,-117.719044000,OW0277964,YUN SOOK JEON,344 S INDIAN HILL BLVD,CLAREMONT,CA,91711
FA0293352,7-ELEVEN #38388A,PR0249491,7-ELEVEN STORE 38388A,1614,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",3770 S WESTERN AVE,LOS ANGELES,CA,90018,34.018666000,-118.308563000,OW0277975,ONWARD FRANCHISEE GROUP,PO BOX 219088,DALLAS,TX,75221
FA0293353,SUNRIGHT TEA STUDIO,PR0249492,SUNRIGHT TEA STUDIO,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1245 S SAN GABRIEL BLVD,SAN GABRIEL,CA,91776,34.084641000,-118.091032000,OW0277976,SR1 LLC,1245 S SAN GABRIEL BLVD,INDUSTRY,CA,91748
FA0293355,YEREVAN BAKERY,PR0249495,YEREVAN BAKERY,1631,RESTAURANT (0-30) SEATS MODERATE RISK,8358 FOOTHILL BLVD,SUNLAND,CA,91040,34.259488010,-118.315297000,OW0277978,"ARTSAKH ENTERPRISE, INC",8358 FOOTHILL BLVD,SUNLAND,CA,91040
FA0293357,TASTY BOX HK BISTRO,PR0249497,TASTY BOX DIM SUM,1632,RESTAURANT (0-30) SEATS HIGH RISK,2839 S DIAMOND BAR BLVD # B,DIAMOND BAR,CA,91765,33.974606000,-117.837803000,OW0277980,JTL INVESTMENT GROUP,2839 S DIAMOND BAR BLVD # B,DIAMOND BAR,CA,91765
FA0294125,FATBURGER,PR0250376,FATBURGER,1632,RESTAURANT (0-30) SEATS HIGH RISK,1139 ARTESIA BLVD UNIT C,MANHATTAN BEACH,CA,90266,33.873033000,-118.394855000,OW0278578,FB MB INC,1139 ARTESIA BLVD UNIT C,LOS ANGELES,CA,90045
FA0294129,"CALIF FISH GRILL, LLC",PR0250380,"CALIF FISH GRILL , LLC",1632,RESTAURANT (0-30) SEATS HIGH RISK,19525 NORDHOFF ST STE 40,NORTHRIDGE,CA,91324,34.235557130,-118.557373000,OW0278582,CALIF FISH GRILL INVEST LLC,4041 MACARTHUR BLVD STE #250,IRVINE,CA,92614
FA0294130,THE REX STEAKHOUSE LLC,PR0250381,THE REX STEAKHOUSE LLC,1635,RESTAURANT (31-60) SEATS HIGH RISK,221 AVENUE I,REDONDO BEACH,CA,90277,33.819578990,-118.386556000,OW0278583,THE REX STEAKHOUSE LLC,221 AVENUE I,REDONDO BEACH,CA,90277
FA0294132,MICHES DE LA BAJA #2,PR0250383,MICHES DE LA BAJA #2,1641,RESTAURANT (151 + ) SEATS HIGH RISK,25720 WESTERN AVE,HARBOR CITY,CA,90710,33.790089990,-118.307237000,OW0278585,LOS PATRONES CANTINA AND GRILL INC,21718 VERMONT AVE,TORRANCE,CA,90502
FA0294133,HING WING HONG,PR0250384,HING WING HONG,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",8909 GARVEY AVE STE B5,ROSEMEAD,CA,91770,34.062802330,-118.075261100,OW0278586,HING WING HONG CO,8909 GARVEY AVE STE B5,ROSEMEAD,CA,91770
FA0294147,KREATION,PR0250400,KREATION,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1134 WESTWOOD BLVD,LOS ANGELES,CA,90024,33.887721010,-118.401186000,OW0019989,"KREATION JUICERY, INC",25324 FRAMPTON AVE,HARBOR CITY,CA,90710
FA0294148,PHILZ COFFEE,PR0250401,PHILZ COFFEE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,9300 CULVER BLVD # 113,CULVER CITY,CA,90232,34.024412000,-118.393485000,OW0278600,PHILZ COFFEE INC,680 85TH AVE,CULVER CITY,CA,90230
FA0294164,SAIGON BROTHERS,PR0250417,SAIGON BROTHERS,1635,RESTAURANT (31-60) SEATS HIGH RISK,21833 VENTURA BLVD,WOODLAND HILLS,CA,91364,34.169110010,-118.602089000,OW0277086,SAIGON BROTHERS INC,9165 RESEDA BLVD,NORTHRIDGE,CA,91324
FA0294165,POCOCK BREWING COMPANY KITCHEN,PR0250418,POCOCK BREWING COMPANY KITCHEN,1637,RESTAURANT (61-150) SEATS MODERATE RISK,24907 AVENUE TIBBITTS # B,SANTA CLARITA,CA,91355,34.433638000,-118.568657000,OW0278616,POCOCK BREWING COMPANY LLC,24907 AVENUE TIBBITTS # B,CASTAIC,CA,91384
FA0294172,MCDONALD'S #11160,PR0250426,MCDONALD'S #11160,1637,RESTAURANT (61-150) SEATS MODERATE RISK,14530 BALDWIN PARK TOWNE CTR,BALDWIN PARK,CA,91706,34.071567000,-117.959318000,OW0018810,"KEW ENTERPRISES, INC",817 E ROUTE 66,GLENDORA,CA,91740
FA0294175,WINCHELL'S DONUT HOUSE #9128E,PR0250430,WINCHELL'S DONUTS 9128E,1631,RESTAURANT (0-30) SEATS MODERATE RISK,6502 GREENLEAF AVE # 9128E,WHITTIER,CA,90601,33.982574990,-118.037084000,OW0278624,CARLOS MANUEL RAMIREZ,6502 GREENLEAF AVE,WHITTIER,CA,90601
FA0294181,MATTALY INC,PR0250438,MATTALY INC,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",5337 MONTE VISTA ST,LOS ANGELES,CA,90042,34.109969980,-118.198767000,OW0278630,MATTALY INC,5337 MONTE VISTA ST,LOS ANGELES,CA,90042
FA0294190,PHO CONSOMME,PR0250445,PHO CONSOMME,1638,RESTAURANT (61-150) SEATS HIGH RISK,1850 W REDONDO BEACH BLVD,GARDENA,CA,90247,34.061120000,-118.381580000,OW0278639,B & P LLC,723 ALISO ST,CORONA,CA,92879
FA0294197,JAMBA JUICE #103304,PR0250452,JAMBA JUICE #103304,1631,RESTAURANT (0-30) SEATS MODERATE RISK,15509 DEVONSHIRE ST,MISSION HILLS,CA,91345,34.257377320,-118.470239900,OW0265426,RPM JUICE INC,1308 VIA MARGARITA,PALOS VERDES ESTATES,CA,90274
FA0294198,THE HIGH-LOW,PR0250453,THE HIGH-LOW,1638,RESTAURANT (61-150) SEATS HIGH RISK,3000 W LOS FELIZ BLVD,LOS ANGELES,CA,90039,34.125214990,-118.264696000,OW0278645,CHUCK-A-LUCK LLC,3000 W LOS FELIZ BLVD,LOS ANGELES,CA,90039
FA0294199,SUNLIFE ORGANICS,PR0250454,SUNLIFE ORGANICS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,3200 N SEPULVEDA BLVD # E-14,MANHATTAN BEACH,CA,90266,33.898799000,-118.393713000,OW0278646,"SUNLIFE ORGANICS 15, LLC",23823 MALIBU RD # 528,MALIBU,CA,90265
FA0294202,REDWOOD PIZZA,PR0250457,REDWOOD PIZZA,1631,RESTAURANT (0-30) SEATS MODERATE RISK,2229 HUNTINGTON DR,DUARTE,CA,91010,34.139867360,-117.956760400,OW0278648,REDWOOD PIZZA LLC,1756 W 9TH ST,POMONA,CA,91766
FA0294209,JR TACO LLAMA MEXICAN FAST FOOD,PR0250464,JR TACO LLAMA MEXICAN FAST FOOD,1632,RESTAURANT (0-30) SEATS HIGH RISK,10118 SAN FERNANDO RD # 7-8,PACOIMA,CA,91331,34.254426000,-118.408506000,OW0278655,VRB UNLIMITED CORP,25232 GOLDEN MAPLE DR,CANYON COUNTRY,CA,91387
FA0294214,MCDONALD'S #11865,PR0250468,MCDONALD'S #11865,1637,RESTAURANT (61-150) SEATS MODERATE RISK,3030 E GARVEY AVE S,WEST COVINA,CA,91791,34.071031010,-117.879548000,OW0018810,"KEW ENTERPRISES, INC",817 E ROUTE 66,GLENDORA,CA,91740
FA0294216,MCDONALD'S #6376,PR0250472,MCDONALD'S #6376,1637,RESTAURANT (61-150) SEATS MODERATE RISK,100 N AZUSA AVE,WEST COVINA,CA,91791,34.073408000,-117.907208000,OW0018810,"KEW ENTERPRISES, INC",817 E ROUTE 66,GLENDORA,CA,91740
FA0294219,WHOLE FOODS MARKET,PR0250476,WHOLE FOOD MARKET SPECIALTY CHEESE,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",225 LINCOLN BLVD,VENICE,CA,90291,34.001419980,-118.469255000,OW0278661,MRS GOOCHS FOOD MARKET INC,PO BOX 684786,AUSTIN,TX,78768
FA0294221,JUNESHINE,PR0250479,JUNESHINE,1632,RESTAURANT (0-30) SEATS HIGH RISK,2914 MAIN ST,SANTA MONICA,CA,90405,33.999066010,-118.480984000,OW0278663,JUNESHINE INC,2914 MAIN ST,SANTA MONICA,CA,90405
FA0294222,SEAWEED,PR0250480,SEAWEED,1635,RESTAURANT (31-60) SEATS HIGH RISK,318 N BRAND BLVD,GLENDALE,CA,91203,34.150691720,-118.254899200,OW0278664,SEAWEED LLC,318 N BRAND BLVD,GLENDALE,CA,91202
FA0294227,LA PUREPECHA COCINA MEXICANA,PR0250485,LA PUREPECHA COCINA MEXICANA,1632,RESTAURANT (0-30) SEATS HIGH RISK,725 BROADWAY AVE,SANTA MONICA,CA,90401,34.018005390,-118.490108600,OW0278669,LA PURECHA COCINA MEXICANA INC,725 BROADWAY AVE,SANTA MONICA,CA,90401
FA0294230,SUPER AL AMIN HALAL MARKET,PR0250489,SUPER AL AMIN HALAL MARKET,1635,RESTAURANT (31-60) SEATS HIGH RISK,18220 PRAIRIE AVE,TORRANCE,CA,90504,33.865138990,-118.342810000,OW0278671,SUPER AL AMIN INC,18220 PRAIRIE AVE,TORRANCE,CA,90504
FA0294231,KAYLA MARKET,PR0250490,KAYLA MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7421 S BROADWAY,LOS ANGELES,CA,90003,33.972061990,-118.278619000,OW0278672,KAYKA MARKET INC,7421 S BROADWAY,LOS ANGELES,CA,90003
FA0294232,TERIYAKI J'S,PR0250491,TERIYAKI J'S,1632,RESTAURANT (0-30) SEATS HIGH RISK,8504 PARAMOUNT BLVD,DOWNEY,CA,90240,33.966559520,-118.116458600,OW0278673,TERIYAKI J'S LLC,8504 PARAMOUNT BLVD,DOWNEY,CA,90240
FA0294233,COMPASS ONE LAX22 CAFE,PR0250492,COMPASS ONE LAX22 CAFE,1638,RESTAURANT (61-150) SEATS HIGH RISK,9336 WASHINGTON BLVD,CULVER CITY,CA,90232,34.023240000,-118.391691000,OW0278674,"COMPASS ONE , LLC",2400 YORKMONT RD,CHARLOTTE,NC,28217
FA0294236,LAZY BIRD,PR0250496,LAZY BIRD,1631,RESTAURANT (0-30) SEATS MODERATE RISK,8730 SANTA MONICA BLVD # D,WEST HOLLYWOOD,CA,90069,34.086583010,-118.380960000,OW0278677,TWO OLIVE TREE CONSULTING INC,1200 S BROADWAY # 610,ANAHEIM,CA,92805
FA0294243,GOOD TIMES FAMILY BILLIARDS,PR0250505,GOOD TIMES FAMILY BILLIARDS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,4125 PARAMOUNT BLVD,LAKEWOOD,CA,90712,33.833280010,-118.160508000,OW0278682,AJ TEAM ENTERTAINMENT INC,4125 PARAMOUNT BLVD,LAKEWOOD,CA,90712
FA0294260,GOGOBOP,PR0250523,GOGOBOP,1632,RESTAURANT (0-30) SEATS HIGH RISK,1059 BROXTON AVE,LOS ANGELES,CA,90024,34.061396980,-118.446534000,OW0278694,GOGOBOP INC,22396 MIDTOWN CT,LOS ANGELES,CA,90010
FA0294261,SILVERLAKE RAMEN,PR0250524,SILVERLAKE RAMEN,1632,RESTAURANT (0-30) SEATS HIGH RISK,11103 183RD ST,CERRITOS,CA,90703,33.866157020,-118.096870000,OW0278695,KAHNG ENERGY RESOURCE INC,3424 W CARSON ST #440,TORRANCE,CA,90503
FA0294262,THE BOILING CRAB,PR0250525,THE BOILING CRAB,1641,RESTAURANT (151 + ) SEATS HIGH RISK,129 W MAIN ST,ALHAMBRA,CA,91801,34.094405920,-118.128586800,OW0278696,BOILING CRAB ALHAMBRA MAIN LLC,129 W MAIN ST,ALHAMBRA,CA,91801
