FACILITY ID,FACILITY NAME,RECORD ID, PROGRAM NAME,PROGRAM ELEMENT,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY  STATE,FACILITY ZIP,FACILITY LATITUDE,FACILITY LONGITUDE,OWNER ID,OWNER NAME,OWNER ADDRESS,OWNER CITY,OWNER STATE,OWNER ZIP
FA0043152,ON THE THIRTY,PR0018754,ON THE THIRTY,1641,RESTAURANT (151 + ) SEATS HIGH RISK,14622 VENTURA BLVD # 112,SHERMAN OAKS,CA,91403,34.151433570,-118.451994000,OW0026782,"ON THE THIRTY, INC",14622 VENTURA BLVD STE 112,SHERMAN OAKS,CA,91403
FA0043165,ONE STOP BARGAIN,PR0038770,ONE STOP BARGAIN,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",7920 E FLORENCE AVE,DOWNEY,CA,90241,33.954083910,-118.131388200,OW0021075,LEE JAE HYUK,7920 E FLORENCE AVE,DOWNEY,CA,90241
FA0043168,QANTAS AIRWAYS LOUNGE,PR0019072,QANTAS AIRWAYS BUSINESS CLASS LOUNGE,1641,RESTAURANT (151 + ) SEATS HIGH RISK,380 WORLD WAY 5TH FLR,LOS ANGELES,CA,90045,33.944168297,-118.408296215,OW0029178,QANTAS AIRWAYS LIMITED,8000 WORLD WAY W LVL 2,LOS ANGELES,CA,90045
FA0043168,QANTAS AIRWAYS LOUNGE,PR0147882,QANTAS AIRWAYS BUSINESS CLASS BAR,1639,RESTAURANT (151 + ) SEATS LOW RISK,380 WORLD WAY 5TH FLR,LOS ANGELES,CA,90045,33.944168297,-118.408296215,OW0029178,QANTAS AIRWAYS LIMITED,8000 WORLD WAY W LVL 2,LOS ANGELES,CA,90045
FA0043168,QANTAS AIRWAYS LOUNGE,PR0156330,QANTAS AIRWAYS 1ST CLASS LOUNGE,1641,RESTAURANT (151 + ) SEATS HIGH RISK,380 WORLD WAY 5TH FLR,LOS ANGELES,CA,90045,33.944168297,-118.408296215,OW0029178,QANTAS AIRWAYS LIMITED,8000 WORLD WAY W LVL 2,LOS ANGELES,CA,90045
FA0043168,QANTAS AIRWAYS LOUNGE,PR0156331,QANTAS AIRWAYS 1ST CLASS LOUNGE BAR,1639,RESTAURANT (151 + ) SEATS LOW RISK,380 WORLD WAY 5TH FLR,LOS ANGELES,CA,90045,33.944168297,-118.408296215,OW0029178,QANTAS AIRWAYS LIMITED,8000 WORLD WAY W LVL 2,LOS ANGELES,CA,90045
FA0043171,ONO HAWAIIAN BBQ,PR0030460,ONO HAWAIIAN BBQ,1635,RESTAURANT (31-60) SEATS HIGH RISK,143 N BARRANCA ST,WEST COVINA,CA,91791,34.070505820,-117.881416300,OW0106648,"APELILA AND J, LLC",1315 VALLEY VISTA DR,DIAMOND BAR,CA,91765
FA0043173,OOMASA,PR0007703,OOMASA,1638,RESTAURANT (61-150) SEATS HIGH RISK,100 JAPANESE VILLAGE PLAZA MALL,LOS ANGELES,CA,90012,34.049198850,-118.239624300,OW0025177,"MOTOYAMA,MASAHARU DBA (OOMASA)",100 JAPANESE VILLAGE PLZ MALL,LOS ANGELES,CA,90012
FA0043174,OOPS SUSHI,PR0041666,OOPS SUSHI,1635,RESTAURANT (31-60) SEATS HIGH RISK,11670 GATEWAY BLVD,LOS ANGELES,CA,90064,34.029239960,-118.442857000,OW0006955,"CHANCHAROENCHOK, PRONPRAPA",11670 GATEWAY BLVD,LOS ANGELES,CA,90064
FA0043187,PANDA EXPRESS #1224,PR0015006,PANDA EXPRESS #1224,1631,RESTAURANT (0-30) SEATS MODERATE RISK,8640 E WHITTIER BLVD,PICO RIVERA,CA,90660,34.003009620,-118.088023700,OW0027458,PANDA EXPRESS CORPORATION,1683 WALNUT GROVE AVE,ROSEMEAD,CA,91770
FA0043188,PANDA EXPRESS #1543,PR0003336,PANDA EXPRESS #1543,1634,RESTAURANT (31-60) SEATS MODERATE RISK,8943 E WASHINGTON BLVD,PICO RIVERA,CA,90660,33.983719920,-118.097731700,OW0027458,PANDA EXPRESS CORPORATION,1683 WALNUT GROVE AVE,ROSEMEAD,CA,91770
FA0043190,PANDA HUT CHINESE CUISINE,PR0036480,PANDA HUT CHINESE CUISINE,1632,RESTAURANT (0-30) SEATS HIGH RISK,404 S FIGUEROA ST STE 403,LOS ANGELES,CA,90071,34.053215786,-118.256010152,OW0007345,CHEN LILY S,404 S FIGUEROA ST #403,LOS ANGELES,CA,90071
FA0043202,PANERA BREAD,PR0016343,PANERA BREAD,1641,RESTAURANT (151 + ) SEATS HIGH RISK,990 TOWN CENTER DR,LA CANADA FLINTRIDGE,CA,91011,34.041109240,-117.977956100,OW0027476,PANERA LLC,511 UNION ST STE 1000,SAINT LOUIS,MO,63127
FA0043203,PANERA BREAD,PR0000949,PANERA BREAD,1641,RESTAURANT (151 + ) SEATS HIGH RISK,12131 VENTURA BLVD,STUDIO CITY,CA,91604,34.143626790,-118.396421300,OW0030197,RISEN BREAD LLC,2211 ENCINITAS BLVD STE 100,ENCINITAS,CA,92024
FA0043205,PANERA BREAD,PR0034525,PANERA BREAD,1638,RESTAURANT (61-150) SEATS HIGH RISK,16624 VENTURA BLVD STE #C,ENCINO,CA,91436,34.157943080,-118.495363500,OW0030197,RISEN BREAD LLC,2211 ENCINITAS BLVD STE 100,ENCINITAS,CA,92024
FA0043206,PANERA BREAD,PR0002218,PANERA BREAD,1638,RESTAURANT (61-150) SEATS HIGH RISK,39403 W 10TH ST W,PALMDALE,CA,93551,34.599048890,-118.147826100,OW0030197,RISEN BREAD LLC,2211 ENCINITAS BLVD STE 100,ENCINITAS,CA,92024
FA0043207,PANG PANG,PR0034013,PANG PANG,1631,RESTAURANT (0-30) SEATS MODERATE RISK,3100 E IMPERIAL HWY # P-10,LYNWOOD,CA,90262,33.930393600,-118.215931500,OW0039519,"YANG, KYOUNG O",3100 E IMPERIAL HWY P-10,LYNWOOD,CA,90262
FA0043225,PAPA JOE'S PIZZA INC,PR0002127,PAPA JOE'S PIZZA INC,1631,RESTAURANT (0-30) SEATS MODERATE RISK,16517 S LAKEWOOD BLVD,BELLFLOWER,CA,90706,33.884246830,-118.143030900,OW0021699,"LIANG, HUI XUAN",16517 LAKEWOOD BLVD,BELLFLOWER,CA,90706
FA0043243,PAPER OR PLASTIK CAFE,PR0018637,PAPER OR PLASTIK CAFE,1635,RESTAURANT (31-60) SEATS HIGH RISK,5772 W PICO BLVD,LOS ANGELES,CA,90019,34.050862580,-118.364329800,OW0024415,"MICHELSON, JACOB",5772 W PICO BLVD,LOS ANGELES,CA,90019
FA0043244,PAPILLON FRENCH BAKERY,PR0027515,PAPILLON FRENCH BAKERY,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1100 S CENTRAL AVE STE #F,GLENDALE,CA,91204,34.133280380,-118.257796300,OW0013322,GLENDALE FRENCH BAKERY INC,1100 S CENTRAL AVE STE F,GLENDALE,CA,91204
FA0043261,PARAISO KABAB,PR0046367,PARAISO KABAB,1632,RESTAURANT (0-30) SEATS HIGH RISK,7130 1/2 VAN NUYS BLVD,VAN NUYS,CA,91405,34.200089010,-118.448538300,OW0002382,"ALVAREZ, SANTOS V",7130 VAN NUYS BLVD,VAN NUYS,CA,91405
FA0043274,ORGINAL THAI,PR0011586,ORGINAL THAI,1632,RESTAURANT (0-30) SEATS HIGH RISK,11861 ARTESIA BLVD,ARTESIA,CA,90701,33.873178440,-118.080919800,OW0031850,"SATARAK, SUDALAK",11861 ARTESIA BLVD,ARTESIA,CA,90701
FA0043276,ORIENTAL BREEZE,PR0041710,ORIENTAL BREEZE,1635,RESTAURANT (31-60) SEATS HIGH RISK,207 FISHERMANS WHARF,REDONDO BEACH,CA,90277,33.838941140,-118.390284700,OW0001924,"H K & ASSOCIATES, IN",18125 S  HARVARD BLVD,REDONDO BEACH,CA,90277
FA0043281,ORIGINAL TOMMY'S #20,PR0019780,ORIGINAL TOMMY'S #20,1634,RESTAURANT (31-60) SEATS MODERATE RISK,5873 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,34.101850450,-118.317767000,OW0036158,TOMDAN ENTERPRISES INC,831 E HUNTINGTON DR #202,MONROVIA,CA,91016
FA0043285,OROCHON RAMEN,PR0028770,OROCHON RAMEN,1632,RESTAURANT (0-30) SEATS HIGH RISK,123 ASTRONAUT E S ONIZUKA ST #303,LOS ANGELES,CA,90012,34.050443580,-118.242054900,OW0032593,"SHIGEKI, CORPORATION",123 ASTRONAUT E S ONIZUKA ST #303,LOS ANGELES,CA,90012
FA0043299,OSTERIA MAMMA,PR0004294,OSTERIA MAMMA,1638,RESTAURANT (61-150) SEATS HIGH RISK,5730 MELROSE AVE,LOS ANGELES,CA,90038,34.083384810,-118.324552600,OW0027006,"OSTERIA MAMMA, LLC",5730 MELROSE AVE,LOS ANGELES,CA,90038
FA0043320,OVERLAND MINI MART,PR0012576,OVERLAND MINI MART,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4273 OVERLAND AVE,CULVER CITY,CA,90230,34.011325650,-118.400624500,OW0033075,"SINGH, PALWINDER",4273 OVERLAND AVE,CULVER CITY,CA,90230
FA0043345,PARILLAS CHOLITO,PR0036524,PARILLAS CHOLITO,1632,RESTAURANT (0-30) SEATS HIGH RISK,12121 PARAMOUNT BLVD STE A,DOWNEY,CA,90242,33.931327480,-118.146623400,OW0037118,"VALENCIA, ALEJANDRO J",12121 PARAMOUNT BLVD STE A,DOWNEY,CA,90242
FA0043379,PARK THEATRE,PR0008629,PARK THEATRE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,6504 PACIFIC BLVD,HUNTINGTON PARK,CA,90255,33.980403710,-118.224999900,OW0024306,METROPOLITAN THEATERS CORP,10860 WILSHIRE BLVD STE 660,LOS ANGELES,CA,90048
FA0043389,STAR MARKET,PR0002233,STAR MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1258 E 68TH ST,LOS ANGELES,CA,90001,33.978266980,-118.252232000,OW0027858,"PARK,MI KYUNG",1258 E 68TH ST,LOS ANGELES,CA,90001
FA0043414,P & L LIQUOR,PR0015980,P & L LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4301 PECK RD,EL MONTE,CA,91732,34.082422800,-118.018997900,OW0001567,"ABDULHAY, GEORGES",4301 PECK RD,EL MONTE,CA,91732
FA0043418,PAC CONCESSION,PR0013594,PAC CONCESSION,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",26455 ROCKWELL CANYON RD,VALENCIA,CA,91355,34.405831080,-118.573438800,OW0008518,COLLEGE OF THE CANYONS FOUND,26455 ROCKWELL CANYON RD,VALENCIA,CA,91355
FA0043420,PACE,PR0003721,PACE,1635,RESTAURANT (31-60) SEATS HIGH RISK,2100 LAUREL CANYON BLVD,LOS ANGELES,CA,90046,34.108909630,-118.369617100,OW0031645,SANDRO CORPORATION,2100 LAUREL CANYON BL,LOS ANGELES,CA,90046
FA0043429,PACIFIC LIQUOR,PR0029645,PACIFIC LIQUOR,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",4228 BEVERLY BLVD,LOS ANGELES,CA,90004,34.076118720,-118.301404100,OW0010434,DSIS ENTERPRISES INC,4228 BEVERLY BLVD,LOS ANGELES,CA,90004
FA0043430,PACIFIC FOOD MART,PR0034118,PACIFIC FOOD MART,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1008 N PACIFIC AVE,GLENDALE,CA,91202,34.160286270,-118.263953800,OW0013107,GEV ENTERPRISES INC,1008 N PACIFIC AVE,GLENDALE,CA,91202
FA0043431,PACIFIC LIQUOR & MARKET,PR0016286,PACIFIC LIQUOR & MARKET,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",2017 W PACIFIC AVE,WEST COVINA,CA,91790,34.074467940,-117.945628500,OW0018532,"KASSAB, ZIAD",2017 W PACIFIC AVE,WEST COVINA,CA,91790
FA0043463,PACKING HOUSE WINE MERCHANTS,PR0031405,PACKING HOUSE WINE MERCHANTS,1634,RESTAURANT (31-60) SEATS MODERATE RISK,540 W 1ST ST,CLAREMONT,CA,91711,34.094364740,-117.721356500,OW0027227,PACKING HOUSE WINE MERCHANTS,540 W 1ST ST,CLAREMONT,CA,91711
FA0043473,PAILIN THAI CUISINE,PR0001644,PAILIN THAI CUISINE,1632,RESTAURANT (0-30) SEATS HIGH RISK,5621 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,34.101862460,-118.312589400,OW0023444,"MARKKERN, CHIRAWAT",5621 HOLLYWOOD BLVD,LOS ANGELES,CA,90028
FA0043476,PAISANO'S PIZZA & PASTA,PR0027815,PAISANO'S PIZZA & PASTA,1632,RESTAURANT (0-30) SEATS HIGH RISK,1132 HERMOSA AVE,HERMOSA BEACH,CA,90254,33.861939340,-118.399672000,OW0029323,"R&F FOODS, INC",1132 HERMOSA AVE,RANCHO PALOS VERDES,CA,90275
FA0043477,"PAK, HALAL MEAT MARKET",PR0038247,"PAK, HALAL MEAT MARKET",1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",18743 PIONEER BLVD,ARTESIA,CA,90701,33.860214810,-118.082539100,OW0021712,"LIAQAT, SHAISTA",18743 PIONEER BLVD,ARTESIA,CA,90701
FA0043502,PASTGLERIA 3 LUCEROS,PR0002736,PASTGLERIA 3 LUCEROS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,12934 PARAMOUNT BLVD,DOWNEY,CA,90242,33.919133360,-118.155491400,OW0007244,CHAVEZ ESPERANZA,12934 PARAMOUNT BLVD,DOWNEY,CA,90242
FA0043514,PATRA'S DRIVE-IN,PR0023472,PATRA'S DRIVE-IN,1635,RESTAURANT (31-60) SEATS HIGH RISK,2319 SAN FERNANDO BLVD,LOS ANGELES,CA,90065,34.105140900,-118.238577800,OW0028308,"PERRIS, DENO",2319 SAN FERNANDO RD,LOS ANGELES,CA,90065
FA0043518,PAT'S COCKTAILS,PR0024917,PAT'S COCKTAILS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,12121 RIVERSIDE DR,VALLEY VILLAGE,CA,91607,34.157779850,-118.397318000,OW0006777,"CERULLI, RAYMOND THOMAS",5081 GAVIOTA AVE,VALLEY VILLAGE,CA,91607
FA0043519,PATSYS,PR0039804,PATSYS,1632,RESTAURANT (0-30) SEATS HIGH RISK,6333 W 3RD ST STE #448,LOS ANGELES,CA,90036,34.071347420,-118.359815400,OW0009381,"DAMORE,PATSY DBA",6333 W 003RD ST #448,AGOURA,CA,91301
FA0043532,PAVILIONS #2813,PR0009670,PAVILIONS DELI # 2813,1632,RESTAURANT (0-30) SEATS HIGH RISK,29211 HEATHERCLIFF RD,MALIBU,CA,90265,34.020858660,-118.810094800,OW0038181,THE VONS COMPANIES INC,1421 MANHATTAN AVE,WILMINGTON,DE,19808
FA0043532,PAVILIONS #2813,PR0011273,PAVILIONS # 2813,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",29211 HEATHERCLIFF RD,MALIBU,CA,90265,34.020858660,-118.810094800,OW0038181,THE VONS COMPANIES INC,1421 MANHATTAN AVE,WILMINGTON,DE,19808
FA0043532,PAVILIONS #2813,PR0022942,PAVILIONS BAKERY #2813,1631,RESTAURANT (0-30) SEATS MODERATE RISK,29211 HEATHERCLIFF RD,MALIBU,CA,90265,34.020858660,-118.810094800,OW0038181,THE VONS COMPANIES INC,1421 MANHATTAN AVE,WILMINGTON,DE,19808
FA0043532,PAVILIONS #2813,PR0026489,PAVILIONS MEAT/SEAFOOD #2813,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",29211 HEATHERCLIFF RD,MALIBU,CA,90265,34.020858660,-118.810094800,OW0038181,THE VONS COMPANIES INC,1421 MANHATTAN AVE,WILMINGTON,DE,19808
FA0043532,PAVILIONS #2813,PR0044292,PAVILIONS-STARBUCKS COFFEE,1633,RESTAURANT (31-60) SEATS LOW RISK,29211 HEATHERCLIFF RD,MALIBU,CA,90265,34.020858660,-118.810094800,OW0038181,THE VONS COMPANIES INC,1421 MANHATTAN AVE,WILMINGTON,DE,19808
FA0043536,WEST LA INTERNATIONAL MARKET,PR0039824,PAY LESS PRODUCE,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",10817 VENICE BLVD,LOS ANGELES,CA,90034,34.017541940,-118.409563700,OW0020090,"KURDI, AHMAD M",10817 VENICE BLVD,LOS ANGELES,CA,90034
FA0043543,PAZZO PIZZERIA,PR0039900,PAZZO PIZZERIA,1632,RESTAURANT (0-30) SEATS HIGH RISK,11104 W OLYMPIC BLVD,LOS ANGELES,CA,90064,34.040079000,-118.437874000,OW0021774,"LIM, DANIEL",11104 W OLYMPIC BLVD,LOS ANGELES,CA,90064
FA0043546,PDQ MARKET AND DELI,PR0008583,PDQ MARKET AND DELI,1611,"FOOD MKT RETAIL (1-1,999 SF) MODERATE RISK",15973 YARNELL ST,SYLMAR,CA,91342,34.322192130,-118.479236600,OW0033046,"SINGH, JASPAL",15973 YARNELL ST,SYLMAR,CA,91342
FA0043550,PEACOCK GARDENS,PR0039275,PEACOCK GARDENS,1641,RESTAURANT (151 + ) SEATS HIGH RISK,23347 E GOLDEN SPRINGS DR,DIAMOND BAR,CA,91765,34.018005920,-117.811137400,OW0003763,"BAJWA, GURJINDER",23347 E GOLDEN SPRINGS DR,DIAMOND BAR,CA,91765
FA0043557,PECORINO,PR0016411,PECORINO,1635,RESTAURANT (31-60) SEATS HIGH RISK,11604 SAN VICENTE BLVD,LOS ANGELES,CA,90049,34.053558800,-118.461947500,OW0003466,AVOCADO TREE INC,11604 SAN VICENTE BLVD,LOS ANGELES,CA,90049
FA0043561,PEET'S COFFEE AND TEA,PR0031595,PEET'S COFFEE AND TEA,1630,RESTAURANT (0-30) SEATS LOW RISK,12215 VENTURA BLVD STE 101,STUDIO CITY,CA,91604,34.143398610,-118.399001700,OW0028121,"PEET'S COFFEE, INC",PO BOX 8000,MONSEY,NY,10952
FA0043571,PALISADES GARDEN CAFE,PR0010546,PALISADES GARDEN CAFE,1635,RESTAURANT (31-60) SEATS HIGH RISK,15231 1/2 LA CRUZ DR,PACIFIC PALISADES,CA,90272,33.880999020,-118.290012000,OW0017709,JINAK CORPORATION,15231 LA CRUZ DR,PACIFIC PALISADES,CA,90272
FA0043574,PALLADIO RESTAURANT NIGHT CL,PR0011416,PALLADIO RESTAURANT NIGHT CL,1641,RESTAURANT (151 + ) SEATS HIGH RISK,1018 E COLORADO ST,GLENDALE,CA,91205,34.073131980,-118.295053000,OW0027341,PALLADIO INC,1018 E COLORADO ST,GLENDALE,CA,91205
FA0043602,PALOS VERDES TENNIS FOUNADTION,PR0011044,PALOS VERDES TENNIS FOUNDATION,1630,RESTAURANT (0-30) SEATS LOW RISK,3303 VIA CAMPESINA,RANCHO PALOS VERDES,CA,90274,33.794920950,-118.372345300,OW0027423,PALOS VERDES TENNIS FOUNDATION,PO BOX 1012,PALOS VERDES PENINSULA,CA,90274
FA0043607,PAN DULCE BAKERY,PR0031645,PAN DULCE BAKERY,1631,RESTAURANT (0-30) SEATS MODERATE RISK,12131 WASHINGTON PL #B,LOS ANGELES,CA,90066,34.000816310,-118.427632000,OW0032255,"ENRIQUETA, SERNAS-RUIZ",12131 WASHINGTON PL #B,LOS ANGELES,CA,90066
FA0043614,PANADERIA & PASTELERIA EL PA,PR0045328,PANADERIA & PASTELERIA EL PA,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2327 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90033,34.047036980,-118.207946200,OW0001675,ACJ ENTERPRISES INC,5111 WALNUT GROVE AVE,SAN GABRIEL,CA,91776
FA0043615,EL PAVO BAKERY #3,PR0011738,EL PAVO BAKERY #3,1614,"FOOD MKT RETAIL (2,000+ SF) MODERATE RISK",2922 N BROADWAY,LOS ANGELES,CA,90031,34.073549380,-118.210838200,OW0001675,ACJ ENTERPRISES INC,5111 WALNUT GROVE AVE,SAN GABRIEL,CA,91776
FA0043620,PANADERIA LA ESPERANZA,PR0030412,PANADERIA LA ESPERANZA,1632,RESTAURANT (0-30) SEATS HIGH RISK,22836 S WESTERN AVE,TORRANCE,CA,90501,33.818347810,-118.308661000,OW0025043,MORAN ADRIANA EMILIA,22836 S WESTERN AVE,TORRANCE,CA,90501
FA0043624,PANCAKE CORNER,PR0044787,PANCAKE CORNER,1635,RESTAURANT (31-60) SEATS HIGH RISK,8938 ATLANTIC AVE,SOUTH GATE,CA,90280,34.666714260,-118.160032600,OW0022370,"LOYA, MIRIAM",8938 ATLANTIC AVE,SOUTH GATE,CA,90280
FA0043632,PANDA EXPRESS #1064,PR0010125,PANDA EXPRESS #1064,1635,RESTAURANT (31-60) SEATS HIGH RISK,10250 SANTA MONICA BLVD STE FC6,LOS ANGELES,CA,90067,33.943615990,-118.227944500,OW0027458,PANDA EXPRESS CORPORATION,1683 WALNUT GROVE AVE,ROSEMEAD,CA,91770
FA0043633,PANDA EXPRESS #804,PR0017903,PANDA EXPRESS #804,1638,RESTAURANT (61-150) SEATS HIGH RISK,10925 ATLANTIC AVE,LYNWOOD,CA,90262,33.931343430,-118.183687500,OW0027458,PANDA EXPRESS CORPORATION,1683 WALNUT GROVE AVE,ROSEMEAD,CA,91770
FA0043636,PANDA EXPRESS,PR0043542,PANDA EXPRESS,1635,RESTAURANT (31-60) SEATS HIGH RISK,15207 HAWTHORNE BLVD,LAWNDALE,CA,90260,33.893431220,-118.352892200,OW0027458,PANDA EXPRESS CORPORATION,1683 WALNUT GROVE AVE,ROSEMEAD,CA,91770
FA0043637,PANDA EXPRESS #1619,PR0012702,PANDA EXPRESS #1619,1638,RESTAURANT (61-150) SEATS HIGH RISK,1717 WALNUT GROVE AVE STE 100,ROSEMEAD,CA,91770,34.047658110,-118.082022600,OW0027458,PANDA EXPRESS CORPORATION,1683 WALNUT GROVE AVE,ROSEMEAD,CA,91770
FA0043638,PEET'S COFFEE AND TEA,PR0007773,PEET'S COFFEE AND TEA,1630,RESTAURANT (0-30) SEATS LOW RISK,124 N LARCHMONT BLVD,LOS ANGELES,CA,90004,34.073764580,-118.323430700,OW0028121,"PEET'S COFFEE, INC",PO BOX 8000,MONSEY,NY,10952
FA0043651,PENELOPE'S,PR0019755,PENELOPE'S,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1029 FOOTHILL BLVD,LA CANADA FLINTRIDGE,CA,91011,34.205229990,-118.201259800,OW0025148,"MOSS, LARRY",1029 FOOTHILL BLVD,LA CANADA FLINTRIDGE,CA,91011
FA0043655,PENJAMO BAKERY,PR0034716,PENJAMO BAKERY,1631,RESTAURANT (0-30) SEATS MODERATE RISK,4468 FIRESTONE BLVD,SOUTH GATE,CA,90280,33.952434210,-118.191266000,OW0026365,"NUNEZ, ARTURO J",4468 FIRESTONE BLVD,SOUTH GATE,CA,90280
FA0043661,THE PENTHOUSE BAR,PR0009682,PENTHOUSE BAR,1630,RESTAURANT (0-30) SEATS LOW RISK,1111 2ND ST # 18 FL,SANTA MONICA,CA,90403,34.018562725,-118.501350857,OW0032085,SECOND ST CORP,1111 2ND ST,SANTA MONICA,CA,90403
FA0043661,THE PENTHOUSE BAR,PR0033865,PENTHOUSE,1641,RESTAURANT (151 + ) SEATS HIGH RISK,1111 2ND ST # 18 FL,SANTA MONICA,CA,90403,34.018562725,-118.501350857,OW0032085,SECOND ST CORP,1111 2ND ST,SANTA MONICA,CA,90403
FA0043663,PEOPLE NEWS #981,PR0019683,PEOPLE NEWS #981,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",800 WORLD WAY # 8-B,LOS ANGELES,CA,90045,33.943193972,-118.400204769,OW0016533,"HUDSON MJE-CV, LLC",1 MEADOWLANDS PLZ STE 902,EAST RUTHERFORD,NJ,07073
FA0043665,PEPE'S BAR,PR0011542,PEPE'S BAR,1630,RESTAURANT (0-30) SEATS LOW RISK,5151 MELROSE AVE,LOS ANGELES,CA,90038,34.083641470,-118.312808000,OW0026729,"OLMOS, JOSE",2417 W VIA NINA,MONTEBELLO,CA,90640
FA0043668,PEPE'S POLLO,PR0034171,PEPE'S POLLO,1632,RESTAURANT (0-30) SEATS HIGH RISK,11190 S ATLANTIC AVE,LYNWOOD,CA,90262,33.925616540,-118.185255700,OW0034192,"SUH, YOUNG",11190 S ATLANTIC AVE,LYNWOOD,CA,90262
FA0043689,PERFECT $1 CHINESE FOOD,PR0000504,PERFECT $1 CHINESE FOOD,1632,RESTAURANT (0-30) SEATS HIGH RISK,15103 S ATLANTIC AVE,COMPTON,CA,90221,33.896087410,-118.193556800,OW0006089,JASON CAO,15103 S ATLANTIC AVE,COMPTON,CA,90221
FA0043699,PERSEPOL'S PIZZA & SUBS,PR0023212,PERSEPOL'S PIZZA & SUBS,1632,RESTAURANT (0-30) SEATS HIGH RISK,6900 RESEDA BLVD,RESEDA,CA,91335,34.195862690,-118.535829800,OW0028320,PERSEPOL'S FAST FOOD INC,6900 RESEDA BLVD,RESEDA,CA,91335
FA0043705,PESCADERIA CENTRAL FISH MARKET INC,PR0008911,PESCADERIA CENTRAL FISH MARKET INC,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",5407 S CENTRAL AVE,LOS ANGELES,CA,90011,33.993171050,-118.256609400,OW0002688,ANDRADE ERNESTO,5407 S CENTRAL AVE,LOS ANGELES,CA,90011
FA0043706,PESCADERIA EL ATACOR #1,PR0031743,PESCADERIA EL ATACOR #1,1632,RESTAURANT (0-30) SEATS HIGH RISK,3520 N FIGUEROA ST STE # 5,LOS ANGELES,CA,90065,34.088865390,-118.214887100,OW0011332,AMADOR MARIA GUADALUPE,3520 N FIGUEROA ST #5,LOS ANGELES,CA,90065
FA0043707,PESCADERIA EL GOLFO,PR0029089,PESCADERIA EL GOLFO,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",10521 S INGLEWOOD AVE,LENNOX,CA,90304,33.940425600,-118.361485900,OW0030444,"RODRIGUEZ, JOSE L",10521 S INGLEWOOD AVE,LENNOX,CA,90304
FA0043714,PANDA EXPRESS,PR0032236,PANDA EXPRESS,1635,RESTAURANT (31-60) SEATS HIGH RISK,17276 SATICOY ST,VAN NUYS,CA,91406,34.208256450,-118.509366600,OW0027458,PANDA EXPRESS CORPORATION,1683 WALNUT GROVE AVE,ROSEMEAD,CA,91770
FA0043715,PANDA EXPRESS #426,PR0043791,PANDA EXPRESS #426,1635,RESTAURANT (31-60) SEATS HIGH RISK,18080 CHATSWORTH ST STE #B,GRANADA HILLS,CA,91344,34.264499100,-118.526950000,OW0027458,PANDA EXPRESS CORPORATION,1683 WALNUT GROVE AVE,ROSEMEAD,CA,91770
FA0043716,PANDA EXPRESS #1729,PR0023736,PANDA EXPRESS #1729,1635,RESTAURANT (31-60) SEATS HIGH RISK,1818 DURFEE AVE # 2-B,SOUTH EL MONTE,CA,91733,34.043469020,-118.032604300,OW0027458,PANDA EXPRESS CORPORATION,1683 WALNUT GROVE AVE,ROSEMEAD,CA,91770
FA0043719,PANDA EXPRESS #1195,PR0009667,PANDA EXPRESS #1195,1638,RESTAURANT (61-150) SEATS HIGH RISK,20700 AVALON BLVD # B#26,CARSON,CA,90746,33.844411000,-118.261842000,OW0027458,PANDA EXPRESS CORPORATION,1683 WALNUT GROVE AVE,ROSEMEAD,CA,91770
FA0043720,PANDA EXPRESS #1279,PR0012407,PANDA EXPRESS #1279,1635,RESTAURANT (31-60) SEATS HIGH RISK,2187 W ROSECRANS AVE,COMPTON,CA,90220,33.903668520,-118.200054600,OW0027458,PANDA EXPRESS CORPORATION,1683 WALNUT GROVE AVE,ROSEMEAD,CA,91770
